#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_ncdm[1]         23:theta_ncdm[1]         24:shear_ncdm[1]         25:cs2_ncdm[1]        
       9.040889989629e+01       2.296332761871e-04       1.830250532641e+00      -8.528679648689e-02      -3.821302551888e-03      -9.642271582948e-03      -2.413866273067e-05      -1.928557571974e-03       1.371757878827e+00      -8.534625009660e-02       8.663064118652e-02       8.215217264990e-02      -5.628614943270e-01      -1.073924110601e-02      -2.013885446556e-01      -1.010972365374e+01       1.004628459431e-01      -5.168368165323e-02      -1.113248584980e-01      -2.016155357877e-01       3.331705990076e-01      -9.479101117198e+00      -3.873821309680e-03       2.228738900629e-03       3.963902840340e-04 
       9.122717503331e+01       2.320272248943e-04       1.917051160057e+00      -8.112520122556e-02      -3.715921643798e-03      -9.392577913687e-03      -2.402151159681e-05      -1.878620550817e-03       1.436909693106e+00      -8.119126531810e-02       8.525646880607e-02       8.115421206385e-02      -5.557749858895e-01      -9.586453496944e-03      -1.881433581764e-01      -1.019478586293e+01       1.001258477446e-01      -5.036645641236e-02      -1.098330303650e-01      -1.883636328719e-01       3.331672428746e-01      -9.565036044998e+00      -3.882356065390e-03       2.207057683851e-03       3.882574082961e-04 
       9.204545017032e+01       2.344268362391e-04       1.999536668458e+00      -7.683627857903e-02      -3.597996709728e-03      -9.112208694716e-03      -2.380592534772e-05      -1.822547997084e-03       1.498830636509e+00      -7.690909535869e-02       8.397270774829e-02       8.023011755301e-02      -5.495933421417e-01      -8.538858719570e-03      -1.750304546089e-01      -1.027935102792e+01       9.978969619869e-02      -4.985307587298e-02      -1.084472777924e-01      -1.752438401898e-01       3.331638656304e-01      -9.650392394144e+00      -3.890590838582e-03       2.185599590948e-03       3.803537296100e-04 
       9.286372530733e+01       2.368321102334e-04       2.077561442137e+00      -7.242772954546e-02      -3.467380552342e-03      -8.800787858408e-03      -2.348556491470e-05      -1.760264641944e-03       1.557411607380e+00      -7.250742580922e-02       8.277693936743e-02       7.937716838110e-02      -5.442127817332e-01      -7.596180424349e-03      -1.621004325665e-01      -1.036342821825e+01       9.945491255236e-02      -5.003982532480e-02      -1.071678501896e-01      -1.623067603796e-01       3.331604617956e-01      -9.735179559778e+00      -3.898531196810e-03       2.164364710806e-03       3.726709632630e-04 
       9.368200044434e+01       2.392430468890e-04       2.150988553161e+00      -6.790748131310e-02      -3.323955437809e-03      -8.458009847591e-03      -2.305407019806e-05      -1.691709315540e-03       1.612550006858e+00      -6.799416735226e-02       8.166670520888e-02       7.859268840777e-02      -5.395299757181e-01      -6.757546368450e-03      -1.494019637701e-01      -1.044702678679e+01       9.912199747021e-02      -5.082352758595e-02      -1.059943779127e-01      -1.496010644460e-01       3.331570248093e-01      -9.819407186878e+00      -3.906182612771e-03       2.143353007363e-03       3.652011906827e-04 
       9.450027558135e+01       2.416596462176e-04       2.219690025164e+00      -6.328366975455e-02      -3.167634287819e-03      -8.083642416570e-03      -2.250508499186e-05      -1.616835507236e-03       1.664149935777e+00      -6.337743821515e-02       8.063951081106e-02       7.787404698493e-02      -5.354426728621e-01      -6.021503238587e-03      -1.369815648791e-01      -1.053015635245e+01       9.879143234407e-02      -5.210216263380e-02      -1.049258928026e-01      -1.371732708213e-01       3.331535481105e-01      -9.903085310078e+00      -3.913550529297e-03       2.122564359595e-03       3.579368403199e-04 
       9.534819152341e+01       2.441697573616e-04       2.285767852695e+00      -5.839200214057e-02      -2.991986430156e-03      -7.662221161283e-03      -2.180550372850e-05      -1.532550222749e-03       1.713790953594e+00      -5.849318727429e-02       7.966001807179e-02       7.719607591875e-02      -5.317282286221e-01      -5.364877448058e-03      -1.244517243534e-01      -1.061581290030e+01       9.845186449378e-02      -5.384225933937e-02      -1.039278061417e-01      -1.246355910208e-01       3.331498974282e-01      -9.989225822409e+00      -3.920891981082e-03       2.101257752477e-03       3.506183383088e-04 
       9.619610746546e+01       2.466859488783e-04       2.346522444210e+00      -5.340753726336e-02      -2.802406877339e-03      -7.206626949977e-03      -2.096598310423e-05      -1.441429560593e-03       1.759445859004e+00      -5.351619636397e-02       7.876414130825e-02       7.658320948149e-02      -5.284359797865e-01      -4.813403252310e-03      -1.123140517309e-01      -1.070098766307e+01       9.811580565855e-02      -5.589732469184e-02      -1.030384359700e-01      -1.124898996020e-01       3.331461928360e-01      -1.007479912282e+01      -3.927940696355e-03       2.080190049760e-03       3.435049305530e-04 
       9.704402340752e+01       2.492082207807e-04       2.401843284888e+00      -4.833991532654e-02      -2.598909054772e-03      -6.716865870058e-03      -1.997962229091e-05      -1.343474659641e-03       1.801031804696e+00      -4.845608241668e-02       7.794901957397e-02       7.603268900881e-02      -5.254599587038e-01      -4.363655475373e-03      -1.006115739981e-01      -1.078569209214e+01       9.778372345023e-02      -5.816190363633e-02      -1.022548285675e-01      -1.007792248158e-01       3.331424306542e-01      -1.015981729278e+01      -3.934702523892e-03       2.059360790976e-03       3.365892529002e-04 
       9.789193934957e+01       2.517365730814e-04       2.451631091625e+00      -4.319893336850e-02      -2.381545843748e-03      -6.193038437838e-03      -1.883964121622e-05      -1.238705541279e-03       1.838474346892e+00      -4.332261798080e-02       7.721177486045e-02       7.554181630082e-02      -5.226981465857e-01      -4.011662732217e-03      -8.938394284608e-02      -1.086993784384e+01       9.745606201686e-02      -6.053457049534e-02      -1.015734591936e-01      -8.954321868864e-02       3.331386083876e-01      -1.024429262194e+01      -3.941183220775e-03       2.038769401348e-03       3.298642643290e-04 
       9.873985529163e+01       2.542710057935e-04       2.495797979624e+00      -3.799452253686e-02      -2.150410376996e-03      -5.635341656412e-03      -1.753941362251e-05      -1.127161521120e-03       1.871707569307e+00      -3.812570860945e-02       7.654951707753e-02       7.510795397060e-02      -5.200530641538e-01      -3.752944727369e-03      -7.866726318338e-02      -1.095373675906e+01       9.713324300511e-02      -6.291851529761e-02      -1.009902737042e-01      -7.881798909044e-02       3.331347244032e-01      -1.032823771995e+01      -3.947388504542e-03       2.018415222847e-03       3.233232302016e-04 
       9.958777123368e+01       2.568115189297e-04       2.534267608585e+00      -3.273672736157e-02      -1.905636765348e-03      -5.044070722247e-03      -1.607249864451e-05      -1.008901550459e-03       1.900674191860e+00      -3.287537215594e-02       7.595935065966e-02       7.472852719479e-02      -5.174323132610e-01      -3.582554399663e-03      -6.849394460118e-02      -1.103710083857e+01       9.681566438001e-02      -6.522208309903e-02      -1.005007248360e-01      -6.863594723801e-02       3.331307776062e-01      -1.041166529955e+01      -3.953323978134e-03       1.998297478964e-03       3.169597065161e-04 
       1.004356871757e+02       2.593581125026e-04       2.566975294342e+00      -2.743568198180e-02      -1.647400687988e-03      -4.419620456339e-03      -1.443267294239e-05      -8.840045026566e-04       1.925325653481e+00      -2.758171497903e-02       7.543837878771e-02       7.440102310584e-02      -5.147490841426e-01      -3.495119679465e-03      -5.889257562642e-02      -1.112004222540e+01       9.650370207148e-02      -6.735927660824e-02      -1.000998212152e-01      -5.902568678240e-02       3.331267671615e-01      -1.049458838810e+01      -3.958995219252e-03       1.978415324235e-03       3.107675250915e-04 
       1.012836031178e+02       2.619107865251e-04       2.593868104437e+00      -2.210158933451e-02      -1.375919987169e-03      -3.762486565359e-03      -1.261397098824e-05      -7.525694256268e-04       1.945622182908e+00      -2.225491124081e-02       7.498370986987e-02       7.412299225295e-02      -5.119226050001e-01      -3.484890260420e-03      -4.988782213748e-02      -1.120257318113e+01       9.619770859643e-02      -6.925020334266e-02      -9.978216703875e-02      -5.001187822352e-02       3.331226922721e-01      -1.057702006378e+01      -3.964407687748e-03       1.958767800668e-03       3.047407796224e-04 
       1.021315190598e+02       2.644695410097e-04       2.614904919353e+00      -1.674469769118e-02      -1.091455046054e-03      -3.073266680323e-03      -1.061072001718e-05      -6.147157498234e-04       1.961532843801e+00      -1.690517955422e-02       7.459246168664e-02       7.389204775933e-02      -5.088785479152e-01      -3.545783173032e-03      -4.150035085316e-02      -1.128470606918e+01       9.589801448219e-02      -7.082147729372e-02      -9.954201352944e-02      -4.161519570504e-02       3.331185520033e-01      -1.065897362511e+01      -3.969566797781e-03       1.939353877767e-03       2.988738125457e-04 
       1.027850673623e+02       2.664459020894e-04       2.627104294589e+00      -1.260668221570e-02      -8.635267193244e-04      -2.520577824882e-03      -8.937350467925e-06      -5.041694862192e-04       1.970789031731e+00      -1.277257552845e-02       7.433237135243e-02       7.374470858337e-02      -5.063409572316e-01      -3.637246262689e-03      -3.546741167674e-02      -1.134774783858e+01       9.567151314989e-02      -7.177221624139e-02      -9.940598892250e-02      -3.557505581202e-02       3.331153154364e-01      -1.072182315449e+01      -3.973373751794e-03       1.924548920423e-03       2.944573416228e-04 
       1.034386156647e+02       2.684258755038e-04       2.635798488428e+00      -8.465930137195e-03      -6.282201761301e-04      -1.949603566212e-03      -7.148858737817e-06      -3.899652066284e-04       1.977419835401e+00      -8.637125788961e-03       7.410694913321e-02       7.362292206870e-02      -5.036057782823e-01      -3.764170651334e-03      -2.981709936844e-02      -1.141056623973e+01       9.544906989447e-02      -7.246580074504e-02      -9.930953375257e-02      -2.991746015979e-02       3.331120385904e-01      -1.078440277964e+01      -3.977035767736e-03       1.909881534246e-03       2.901301769629e-04 
       1.040921639672e+02       2.704094612584e-04       2.640983098067e+00      -4.327140704488e-03      -3.857068098767e-04      -1.360742665297e-03      -5.243081784992e-06      -2.721826171496e-04       1.981421876627e+00      -4.503514994293e-03       7.391489776445e-02       7.352567134397e-02      -5.006475249964e-01      -3.923475035220e-03      -2.455392825133e-02      -1.147316701604e+01       9.523080923442e-02      -7.287724495847e-02      -9.924969254235e-02      -2.464692875716e-02       3.331087205544e-01      -1.084671871081e+01      -3.980555229673e-03       1.895351146816e-03       2.858900040739e-04 
       1.047457122697e+02       2.723966593591e-04       2.642657896457e+00      -1.950023963829e-04      -1.361732294230e-04      -7.544301834722e-04      -3.218008030615e-06      -1.509086835420e-04       1.982794899450e+00      -3.764168017316e-04       7.375492927887e-02       7.345196125160e-02      -4.974433241568e-01      -4.112020885944e-03      -1.968097863766e-02      -1.153555592521e+01       9.501684812207e-02      -7.298419373486e-02      -9.922344497937e-02      -1.976654841617e-02       3.331053601819e-01      -1.090877718557e+01      -3.983934495249e-03       1.880957159305e-03       2.817345818626e-04 
       1.052598273985e+02       2.739624314024e-04       2.641511333176e+00       3.047828312055e-03       6.492502813129e-05      -2.655158391947e-04      -1.539930198479e-06      -5.311606460424e-05       1.982029240739e+00       2.862556273222e-03       7.365080126534e-02       7.340988366246e-02      -4.947366090844e-01      -4.278813614317e-03      -1.612301376809e-02      -1.158448916793e+01       9.485162829536e-02      -7.284140625280e-02      -9.922440071850e-02      -1.620269338301e-02       3.331026860591e-01      -1.095741876560e+01      -3.986495799546e-03       1.869729544075e-03       2.785238485986e-04 
       1.057739425273e+02       2.755304388493e-04       2.638198900073e+00       6.281387753922e-03       2.701381497984e-04       2.336615449092e-04       2.139487313799e-07       4.672985031823e-05       1.979641136911e+00       6.092360555558e-03       7.356511911225e-02       7.338130593509e-02      -4.918564769664e-01      -4.460171872838e-03      -1.280776602729e-02      -1.163329768133e+01       9.468918709898e-02      -7.248956926622e-02      -9.924273452188e-02      -1.288152039831e-02       3.330999839978e-01      -1.100590795472e+01      -3.988972913910e-03       1.858585635446e-03       2.753631895425e-04 
       1.062880576561e+02       2.771006817027e-04       2.632725898880e+00       9.503422667434e-03       4.793556081525e-04       7.428428837359e-04       2.044388437923e-06       1.485772671690e-04       1.975634509655e+00       9.310750269949e-03       7.349727061236e-02       7.336577144980e-02      -4.887953090150e-01      -4.654527686679e-03      -9.734889211170e-03      -1.168198427594e+01       9.452957188514e-02      -7.192133735177e-02      -9.927692656750e-02      -9.802687586793e-03       3.330972529725e-01      -1.105424782458e+01      -3.991366955697e-03       1.847525111337e-03       2.722516030965e-04 
       1.068021727849e+02       2.786731599654e-04       2.625099204337e+00       1.271169181188e-02       6.924611468187e-04       1.261755420534e-03       3.952077180479e-06       2.523716575729e-04       1.970014456553e+00       1.251549173363e-02       7.344664870774e-02       7.336283167515e-02      -4.855465282791e-01      -4.860309934111e-03      -6.903508582588e-03      -1.173055176179e+01       9.437282712921e-02      -7.113041253695e-02      -9.932545053112e-02      -6.965324830937e-03       3.330944917515e-01      -1.110244143029e+01      -3.993679024650e-03       1.836547637256e-03       2.691881122033e-04 
       1.073162879137e+02       2.802478736401e-04       2.615327254572e+00       1.590396788073e-02       9.093328057511e-04       1.790112753555e-03       5.937628663065e-06       3.580557641302e-04       1.962787243829e+00       1.570436525194e-02       7.341265172499e-02       7.337204601483e-02      -4.821046020654e-01      -5.075948518678e-03      -4.312228810926e-03      -1.177900294731e+01       9.421899455762e-02      -7.011154646906e-02      -9.938677824714e-02      -4.368041796500e-03       3.330916988490e-01      -1.115049182517e+01      -3.995910208862e-03       1.825652869366e-03       2.661717636332e-04 
       1.078304030425e+02       2.818248227297e-04       2.603420040334e+00       1.907803937235e-02       1.129842982856e-03       2.327614905491e-03       8.001578814239e-06       4.655696142633e-04       1.953960298251e+00       1.887516697936e-02       7.339468361492e-02       7.339298166499e-02      -4.784650416201e-01      -5.299878507968e-03      -1.959143004215e-03      -1.182734063830e+01       9.406811325783e-02      -6.886053983322e-02      -9.945938423445e-02      -2.008936979112e-03       3.330888724627e-01      -1.119840207233e+01      -3.998061589399e-03       1.814840456852e-03       2.632016272962e-04 
       1.084278149681e+02       2.836600767231e-04       2.586916748195e+00       2.274060165696e-02       1.390474145552e-03       2.963274720898e-03       1.049900906963e-05       5.927181810451e-04       1.941705119352e+00       2.253410671045e-02       7.339315802202e-02       7.343147061765e-02      -4.739830295081e-01      -5.568445909518e-03       4.791945426415e-04      -1.188337113218e+01       9.389654168259e-02      -6.711111895499e-02      -9.955591123882e-02       4.364069256495e-04       3.330855431436e-01      -1.125390275431e+01      -4.000462715185e-03       1.802379198889e-03       2.598071194733e-04 
       1.090252268937e+02       2.854983491825e-04       2.567566544364e+00       2.637221067330e-02       1.655620173542e-03       3.610344967168e-03       1.310348530995e-05       7.221499531851e-04       1.927316861169e+00       2.616229496820e-02       7.341156405433e-02       7.348455894798e-02      -4.692258730237e-01      -5.843690127537e-03       2.603780176437e-03      -1.193925654726e+01       9.372905714492e-02      -6.504082716694e-02      -9.966325153502e-02       2.568002787252e-03       3.330821612761e-01      -1.130922315804e+01      -4.002759199505e-03       1.790028086261e-03       2.564723997117e-04 
       1.096226388192e+02       2.873396401123e-04       2.545392869432e+00       2.996949436599e-02       1.925052850767e-03       4.268287768962e-03       1.581542146652e-05       8.537573907272e-04       1.910812979953e+00       2.975637187667e-02       7.344899820847e-02       7.355160629783e-02      -4.641917686605e-01      -6.123223606144e-03       4.420090319349e-03      -1.199500126095e+01       9.356570773915e-02      -6.264833828973e-02      -9.977906615072e-02       4.391316753505e-03       3.330787212472e-01      -1.136436808756e+01      -4.004952688764e-03       1.777786529080e-03       2.531961193384e-04 
       1.102200507448e+02       2.891839495168e-04       2.520421887083e+00       3.352912227026e-02       2.198534000266e-03       4.936541564542e-03       1.863506409536e-05       9.874282159393e-04       1.892212966992e+00       3.331301918729e-02       7.350456938332e-02       7.363198578024e-02      -4.588807454460e-01      -6.404698227938e-03       5.934439958522e-03      -1.205060963752e+01       9.340653695998e-02      -5.993416604845e-02      -9.990105087746e-02       5.912652892195e-03       3.330752156818e-01      -1.141934233966e+01      -4.007044810956e-03       1.765653924050e-03       2.499769669068e-04 
       1.108174626704e+02       2.910312774004e-04       2.492682448950e+00       3.704780879983e-02       2.475815665417e-03       5.614521294015e-03       2.156248539840e-05       1.123045450850e-03       1.871538322232e+00       3.682896353158e-02       7.357739937750e-02       7.372508375391e-02      -4.532946315533e-01      -6.685812824020e-03       7.153951939751e-03      -1.210608602611e+01       9.325158377920e-02      -5.690063019508e-02      -1.000269438083e-01       7.139122494474e-03       3.330716346997e-01      -1.147415069950e+01      -4.009037174980e-03       1.753629654675e-03       2.468136669808e-04 
       1.114148745960e+02       2.928816237673e-04       2.462206056934e+00       4.052231645811e-02       2.756640648550e-03       6.301619055536e-03       2.459758090919e-05       1.260487548415e-03       1.848812526035e+00       4.030097957163e-02       7.366662334456e-02       7.383029958590e-02      -4.474370150622e-01      -6.964320364533e-03       8.086524204217e-03      -1.216143475876e+01       9.310088273412e-02      -5.355181678909e-02      -1.001545325988e-01       8.078611325096e-03       3.330679647598e-01      -1.152879793774e+01      -4.010931370478e-03       1.741713091705e-03       2.437049789642e-04 
       1.122592233705e+02       2.955019482261e-04       2.414531409232e+00       4.535147557078e-02       3.159067382968e-03       7.287048391501e-03       2.907025412314e-05       1.457607485244e-03       1.813244760272e+00       4.512706802111e-02       7.381903798751e-02       7.399853396021e-02      -4.387057795216e-01      -7.349272664925e-03       8.932115360439e-03      -1.223945223302e+01       9.289519971486e-02      -4.829270720320e-02      -1.003335805095e-01       8.933883018738e-03       3.330625875302e-01      -1.160576772883e+01      -4.013444139544e-03       1.725053323003e-03       2.394021345154e-04 
       1.131035721451e+02       2.981283022539e-04       2.361563164469e+00       5.007722183836e-02       3.567255982129e-03       8.287578007527e-03       3.375594865030e-05       1.657750140996e-03       1.773709155879e+00       4.985030248266e-02       7.400014836952e-02       7.418818466982e-02      -4.294636816232e-01      -7.718725972723e-03       9.248660591535e-03      -1.231723542696e+01       9.269814124038e-02      -4.243774119374e-02      -1.005058557816e-01       9.259963229880e-03       3.330569059282e-01      -1.168243856435e+01      -4.015768330278e-03       1.708605575005e-03       2.352026774108e-04 
       1.139479209196e+02       3.007606858627e-04       2.303416318475e+00       5.469098143975e-02       3.980388705008e-03       9.301272812363e-03       3.865241500009e-05       1.860528581676e-03       1.730291473551e+00       5.446214299744e-02       7.420765932513e-02       7.439768313740e-02      -4.197376429933e-01      -8.067052485363e-03       9.065495989355e-03      -1.239479635238e+01       9.250976167199e-02      -3.601530109482e-02      -1.006657836549e-01       9.086147934183e-03       3.330507576008e-01      -1.175882370432e+01      -4.017908232419e-03       1.692367951953e-03       2.311034351553e-04 
       1.147922696941e+02       3.033990990647e-04       2.240215567825e+00       5.918443123573e-02       4.397614578338e-03       1.032611607462e-02       4.375658034812e-05       2.065539540116e-03       1.683084721198e+00       5.895429961653e-02       7.443933626658e-02       7.462550781525e-02      -4.095605442698e-01      -8.388964326291e-03       8.414305739687e-03      -1.247214691927e+01       9.233009970255e-02      -2.905974527125e-02      -1.008081136722e-01       8.444079383900e-03       3.330438015396e-01      -1.183493634359e+01      -4.019868071681e-03       1.676338521969e-03       2.271013540865e-04 
       1.156366184686e+02       3.060435418720e-04       2.172095014277e+00       6.354951418259e-02       4.818051496026e-03       1.136001364119e-02       4.906452217301e-05       2.272364259003e-03       1.632188932870e+00       6.331874774994e-02       7.469300684479e-02       7.487018277771e-02      -3.989708309872e-01      -8.679543580478e-03       7.328877761801e-03      -1.254929892708e+01       9.215917894682e-02      -2.161101155766e-02      -1.009279503587e-01       7.367502004247e-03       3.330351786626e-01      -1.191078960541e+01      -4.021652011302e-03       1.660515320079e-03       2.231934941173e-04 
       1.164809672431e+02       3.086940142967e-04       2.099197851521e+00       6.777845446069e-02       5.240786710991e-03       1.240080052411e-02       5.457144729769e-05       2.480569807519e-03       1.577710934121e+00       6.754774428098e-02       7.496656265243e-02       7.513027653856e-02      -3.880120860582e-01      -8.934270197337e-03       5.844848566783e-03      -1.262626405568e+01       9.199700824866e-02      -1.371418805184e-02      -1.010207805120e-01       5.892007443432e-03       3.330219241179e-01      -1.198639648806e+01      -4.023264137722e-03       1.644896344643e-03       2.193770237452e-04 
       1.173253160176e+02       3.113505163510e-04       2.021676034542e+00       7.186377239650e-02       5.664878792527e-03       1.344624312485e-02       6.027166439892e-05       2.689709525313e-03       1.519764094382e+00       7.163384111767e-02       7.525796062205e-02       7.540440081495e-02      -3.767325726888e-01      -9.149046755988e-03       3.999439716655e-03      -1.270305385671e+01       9.184358210565e-02      -5.419054580812e-03      -1.010824978977e-01       4.054771336847e-03       3.329822938151e-01      -1.206176983159e+01      -4.024708453396e-03       1.629479556940e-03       2.156492153159e-04 
       1.183890951026e+02       3.147059768949e-04       1.917673034052e+00       7.679526801690e-02       6.199617657712e-03       1.476644072845e-02       6.771809129984e-05       2.953817934521e-03       1.442005455584e+00       7.656739198845e-02       7.564743606216e-02       7.576765953851e-02      -3.621466110412e-01      -9.357160086818e-03       1.219708732229e-03      -1.279956792873e+01       9.166270142028e-02       5.514969744330e-03      -1.011103193192e-01       1.284749812322e-03       3.330891901125e-01      -1.215641848926e+01      -4.026295307885e-03       1.610340871024e-03       2.110747820166e-04 
       1.194528741876e+02       3.180710083158e-04       1.806923290947e+00       8.147382716799e-02       6.732985531691e-03       1.608564111207e-02       7.544536304803e-05       3.217731864488e-03       1.359183912550e+00       8.124925804543e-02       7.605829791582e-02       7.614845236344e-02      -3.472481579660e-01      -9.489834205984e-03      -1.993048254597e-03      -1.289584431959e+01       9.149560328940e-02       1.687907926479e-02      -1.010766187574e-01      -1.919039677413e-03       3.330448444773e-01      -1.225074184302e+01      -4.027629778556e-03       1.591515655113e-03       2.066318748598e-04 
       1.205166532726e+02       3.214456106380e-04       1.689784701705e+00       8.588669269683e-02       7.262939650067e-03       1.739898192395e-02       8.343569143775e-05       3.480478901383e-03       1.271566524751e+00       8.566674150410e-02       7.648691623669e-02       7.654427578188e-02      -3.321579632800e-01      -9.542013825464e-03      -5.557739951021e-03      -1.299190515169e+01       9.134218948644e-02       2.854944226061e-02      -1.009762316530e-01      -5.475598953232e-03       3.330307286640e-01      -1.234476458490e+01      -4.028719383908e-03       1.572999649834e-03       2.023156781517e-04 
       1.215804323575e+02       3.248297838855e-04       1.566633006002e+00       9.002199641009e-02       7.787391258139e-03       1.870148579543e-02       9.166885007052e-05       3.741063600339e-03       1.179433675372e+00       8.980802470163e-02       7.692983307739e-02       7.695272013170e-02      -3.170026974432e-01      -9.509877642912e-03      -9.392406358737e-03      -1.308777214640e+01       9.120233370362e-02       4.039630034962e-02      -1.008052005614e-01      -9.303059291846e-03       3.330208455994e-01      -1.243851113439e+01      -4.029571511887e-03       1.554788560356e-03       1.981215909518e-04 
       1.226442114425e+02       3.282235280824e-04       1.437860499164e+00       9.386878152698e-02       8.304215044033e-03       1.998807599085e-02       1.001221212559e-04       3.998470612717e-03       1.083078114782e+00       9.366219053630e-02       7.738376455095e-02       7.737146762203e-02      -3.019131927390e-01      -9.390856199500e-03      -1.341509095338e-02      -1.318346660004e+01       9.107588152229e-02       5.228572465521e-02      -1.005607876499e-01      -1.331955199423e-02       3.330123124086e-01      -1.253200534824e+01      -4.030193334681e-03       1.536878029332e-03       1.940452157796e-04 
       1.237079905275e+02       3.316268432529e-04       1.303874700241e+00       9.741703240004e-02       8.811256331420e-03       2.125360045810e-02       1.087703238077e-04       4.251669493956e-03       9.828039644476e-01       9.721927379190e-02       7.784559948998e-02       7.779828786325e-02      -2.870226864069e-01      -9.183632673342e-03      -1.754469556851e-02      -1.327900936935e+01       9.096265402823e-02       6.408138347947e-02      -1.002414843652e-01      -1.744406219969e-02       3.330043428585e-01      -1.262527075871e+01      -4.030591895693e-03       1.519263676856e-03       1.900823480060e-04 
       1.247717696125e+02       3.350397294211e-04       1.165096984896e+00       1.006577160725e-01       9.306341413344e-03       2.249285797356e-02       1.175859227648e-04       4.499619931396e-03       8.789256834388e-01       1.004703000433e-01       7.831239980746e-02       7.823103606287e-02      -2.724650585889e-01      -8.888133249604e-03      -2.170181129639e-02      -1.337442085074e+01       9.086244810780e-02       7.564630109187e-02      -9.984699685146e-02      -2.159725769305e-02       3.329966342435e-01      -1.271833028294e+01      -4.030774024847e-03       1.501941073885e-03       1.862289658806e-04 
       1.258355486974e+02       3.384621866110e-04       1.021961163861e+00       1.035828021172e-01       9.787292798436e-03       2.370062087848e-02       1.265390952465e-04       4.741276290425e-03       7.717670139083e-01       1.034072539135e-01       7.878139806141e-02       7.866764936861e-02      -2.583731009382e-01      -8.505500686702e-03      -2.580951784623e-02      -1.346972096757e+01       9.077503993524e-02       8.684460017604e-02      -9.937822868770e-02      -2.570228765751e-02       3.329890449718e-01      -1.281120648883e+01      -4.030746432379e-03       1.484905783476e-03       1.824812211527e-04 
       1.268993277824e+02       3.418942148466e-04       8.749120675336e-01       1.061852394053e-01       1.025194045853e-02       2.487166271672e-02       1.355978111973e-04       4.975593140363e-03       6.616599512013e-01       1.060230796613e-01       7.924999767899e-02       7.910614665480e-02      -2.448768140587e-01      -8.038059299493e-03      -2.979414334301e-02      -1.356492914842e+01       9.070018407670e-02       9.754319475554e-02      -9.883723917949e-02      -2.968553984286e-02       3.329814997716e-01      -1.290392127004e+01      -4.030515613839e-03       1.468153330546e-03       1.788354302455e-04 
       1.279631068674e+02       3.453358141521e-04       7.244041122655e-01       1.084589916382e-01       1.069813339493e-02       2.600079414272e-02       1.447281467627e-04       5.201532437331e-03       5.489436519608e-01       1.083118193431e-01       7.971576825398e-02       7.954462420463e-02      -2.321017843637e-01      -7.489262331412e-03      -3.358597667067e-02      -1.366006431941e+01       9.063761802208e-02       1.076134295268e-01      -9.822720141066e-02      -3.347735291658e-02       3.329739547751e-01      -1.299649614281e+01      -4.030087951725e-03       1.451679244612e-03       1.752880659479e-04 
       1.287999032968e+02       3.480497917489e-04       6.038817319311e-01       1.100133504711e-01       1.103477440156e-02       2.685620615916e-02       1.519375528221e-04       5.372706788183e-03       4.586696728825e-01       1.098791320421e-01       8.007868266718e-02       7.988833299202e-02      -2.226377585909e-01      -7.003312669032e-03      -3.639059603955e-02      -1.373486086030e+01       9.059685626247e-02       1.150130753555e-01      -9.770153105968e-02      -3.628293181998e-02       3.329680015643e-01      -1.306923325992e+01      -4.029617258599e-03       1.438912974478e-03       1.725645708820e-04 
       1.296366997262e+02       3.507696917652e-04       4.817332176233e-01       1.113592901968e-01       1.135769543326e-02       2.768008246567e-02       1.591516315252e-04       5.537576561284e-03       3.671648576043e-01       1.112389688771e-01       8.043740810086e-02       8.023004119929e-02      -2.137492444695e-01      -6.472439258205e-03      -3.900610122235e-02      -1.380963235358e+01       9.056338408257e-02       1.218913174392e-01      -9.713821444407e-02      -3.890026957255e-02       3.329620222174e-01      -1.314190663416e+01      -4.029031540453e-03       1.426313987236e-03       1.698983040115e-04 
       1.304734961556e+02       3.534955142130e-04       3.581887268138e-01       1.124952038406e-01       1.166592976449e-02       2.847005361117e-02       1.663524001819e-04       5.695667745883e-03       2.746010160390e-01       1.123897479658e-01       8.079097263177e-02       8.056892152368e-02      -2.054880375344e-01      -5.899638239896e-03      -4.140521221038e-02      -1.388438731956e+01       9.053705308306e-02       1.281948820528e-01      -9.654008905691e-02      -4.130209330656e-02       3.329560099426e-01      -1.321452596627e+01      -4.028333686131e-03       1.413880098157e-03       1.672877344117e-04 
       1.313102925850e+02       3.562272591038e-04       2.334800701441e-01       1.134199291797e-01       1.195854742057e-02       2.922382791117e-02       1.735218645207e-04       5.846521879534e-03       1.811511492834e-01       1.133304657581e-01       8.113846252215e-02       8.090417379430e-02      -1.979022928433e-01      -5.288236263002e-03      -4.356295952744e-02      -1.395913407108e+01       9.051771114046e-02       1.338741467302e-01      -9.591031903991e-02      -4.346343497642e-02       3.329499595494e-01      -1.328710073226e+01      -4.027526525764e-03       1.401609124678e-03       1.647313810787e-04 
