#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_ncdm[1]         23:theta_ncdm[1]         24:shear_ncdm[1]         25:cs2_ncdm[1]        
       5.128029190272e+01       1.317116882365e-04      -1.393487526104e+00       1.428559122595e-03       1.938838813179e-05       4.847097032946e-05       3.716791090707e-09       9.694194065893e-06      -1.045115711663e+00       1.428567263198e-03       5.982814024887e-01       6.641895181558e-01      -1.393152244861e+00       1.408609475361e-03       9.924659602742e-03      -1.045529846541e+00       1.459619815910e-03      -7.620617038528e-02      -5.105660717983e-05       9.933329502382e-03       3.332802412940e-01      -5.763057753555e-02      -2.926620346306e-07       3.660468087346e-05       1.204865140059e-03 
       5.229914590505e+01       1.347470048169e-04      -1.398018496601e+00       1.454267089601e-03       2.065530978898e-05       5.163827447246e-05       4.144335272761e-09       1.032765489449e-05      -1.048513948306e+00       1.454276237474e-03       5.981571798434e-01       6.635463090611e-01      -1.397655274545e+00       1.433072579207e-03       1.030605336454e-02      -1.048960612688e+00       1.487088690235e-03      -7.904177930559e-02      -5.406479489288e-05       1.031498145567e-02       3.332777671184e-01      -5.980192931437e-02      -2.967283192713e-07       3.635837598923e-05       1.151391139925e-03 
       5.331799990738e+01       1.377987318732e-04      -1.402573878654e+00       1.479860773128e-03       2.197965744527e-05       5.494914361318e-05       4.612223000257e-09       1.098982872264e-05      -1.051930494679e+00       1.479870931782e-03       5.980310936311e-01       6.629057082664e-01      -1.402180989746e+00       1.457369796341e-03       1.069379738819e-02      -1.052411512271e+00       1.514503579178e-03      -8.192078957087e-02      -5.718494057567e-05       1.070298140298e-02       3.332752228361e-01      -6.200883755697e-02      -3.007338900679e-07       3.611404035252e-05       1.101134246668e-03 
       5.433685390971e+01       1.408668701063e-04      -1.407153619366e+00       1.505339857655e-03       2.336331334270e-05       5.840828335674e-05       5.123641983598e-09       1.168165667135e-05      -1.055365311112e+00       1.505351049457e-03       5.979031738287e-01       6.622676901647e-01      -1.406729266724e+00       1.481499719835e-03       1.108783621921e-02      -1.055882567385e+00       1.541864819661e-03      -8.484276685767e-02      -6.041878620473e-05       1.109727346959e-02       3.332726075353e-01      -6.425109335586e-02      -3.046797485865e-07       3.587168441382e-05       1.053849142273e-03 
       5.535570791205e+01       1.439514201770e-04      -1.411757694136e+00       1.530704081377e-03       2.480861758394e-05       6.202154395985e-05       5.682192279294e-09       1.240430879197e-05      -1.058818379169e+00       1.530716399836e-03       5.977734373748e-01       6.616322222073e-01      -1.411300008552e+00       1.505460996413e-03       1.148811405201e-02      -1.059373822005e+00       1.569172785574e-03      -8.780727814680e-02      -6.376805685043e-05       1.149780141146e-02       3.332699202996e-01      -6.652849058960e-02      -3.085668737818e-07       3.563131577984e-05       1.009313126017e-03 
       5.637456191438e+01       1.470523827085e-04      -1.416386032370e+00       1.555953148394e-03       2.631885413198e-05       6.579713532996e-05       6.292183847745e-09       1.315942706599e-05      -1.062289646008e+00       1.555966719238e-03       5.976419049586e-01       6.609992831019e-01      -1.415893070830e+00       1.529252239353e-03       1.189457443250e-02      -1.062885286251e+00       1.596427800687e-03      -9.081389177269e-02      -6.723446060794e-05       1.190450830617e-02       3.332671602080e-01      -6.884082598131e-02      -3.123962199016e-07       3.539293861387e-05       9.673236770358e-04 
       5.739341591671e+01       1.501697582895e-04      -1.421038524470e+00       1.581086732934e-03       2.789924937943e-05       6.974812344859e-05       6.959267579076e-09       1.394962468972e-05      -1.065779029581e+00       1.581101670810e-03       5.975085929241e-01       6.603688610148e-01      -1.420508268669e+00       1.552872032891e-03       1.230716021887e-02      -1.066416941611e+00       1.623630143025e-03      -9.386217747818e-02      -7.081968863339e-05       1.231733652719e-02       3.332643263348e-01      -7.118789907801e-02      -3.161687181954e-07       3.515655396973e-05       9.276963164155e-04 
       5.841226991904e+01       1.533035474767e-04      -1.425715059791e+00       1.606104522970e-03       2.955893699779e-05       7.389734249447e-05       7.691732753180e-09       1.477946849889e-05      -1.069286447034e+00       1.606120933667e-03       5.973734910661e-01       6.597409442484e-01      -1.425145414655e+00       1.576318976062e-03       1.272581371767e-02      -1.069968769395e+00       1.650780088665e-03      -9.695170638033e-02      -7.452541517769e-05       1.273622789389e-02       3.332614177498e-01      -7.356951216242e-02      -3.198852795801e-07       3.492216056129e-05       8.902627276138e-04 
       5.955787568344e+01       1.568468036989e-04      -1.431001977208e+00       1.634096030099e-03       3.154085382283e-05       7.885213455708e-05       8.610389823779e-09       1.577042691142e-05      -1.073251654932e+00       1.634114244197e-03       5.972193665278e-01       6.590378849460e-01      -1.430385442825e+00       1.602474716777e-03       1.320372490398e-02      -1.073986547308e+00       1.681245436444e-03      -1.004743189475e-01      -7.883813523088e-05       1.321440050071e-02       3.332580569240e-01      -7.628842299246e-02      -3.239985047826e-07       3.466098143044e-05       8.506014871922e-04 
       6.070348144783e+01       1.604108128410e-04      -1.436319008548e+00       1.661940376088e-03       3.368706127979e-05       8.421765319949e-05       9.661902321255e-09       1.684353063990e-05      -1.077239450443e+00       1.661960601182e-03       5.970627104902e-01       6.583379581502e-01      -1.435652723710e+00       1.628408247522e-03       1.368915046764e-02      -1.078029791415e+00       1.711645296018e-03      -1.040479281317e-01      -8.330762535057e-05       1.370008035800e-02       3.332545991230e-01      -7.905048244116e-02      -3.280433749418e-07       3.440230868926e-05       8.133206307332e-04 
       6.184908721223e+01       1.639955755698e-04      -1.441665967646e+00       1.689637135828e-03       3.606318436824e-05       9.015796092061e-05       1.089841014180e-08       1.803159218412e-05      -1.081249694210e+00       1.689659642204e-03       5.969032434543e-01       6.576411541597e-01      -1.440946955341e+00       1.654117612474e-03       1.418200614036e-02      -1.082098456108e+00       1.741980019587e-03      -1.076719296438e-01      -8.793618848916e-05       1.419318243856e-02       3.332510430039e-01      -8.185542123792e-02      -3.320210985657e-07       3.414613267265e-05       7.782396283746e-04 
       6.299469297662e+01       1.676010925143e-04      -1.447042642961e+00       1.717185866139e-03       3.872722125499e-05       9.681805313749e-05       1.237472737857e-08       1.936361062750e-05      -1.085282227926e+00       1.717210972791e-03       5.967408334083e-01       6.569474694084e-01      -1.446267808037e+00       1.679600846117e-03       1.468220678417e-02      -1.086192477620e+00       1.772249922769e-03      -1.113457214153e-01      -9.272610062518e-05       1.469362087431e-02       3.332473872163e-01      -8.470297428049e-02      -3.359328557465e-07       3.389244146210e-05       7.451944816207e-04 
       6.414029874102e+01       1.712273642687e-04      -1.452448825508e+00       1.744586149382e-03       4.165156959044e-05       1.041289239761e-04       1.409459475917e-08       2.082578479522e-05      -1.089336895233e+00       1.744614172231e-03       5.965759224723e-01       6.562568995143e-01      -1.451614952351e+00       1.704856007818e-03       1.518966642321e-02      -1.090311794959e+00       1.802455319129e-03      -1.150687031327e-01      -9.767961040900e-05       1.520130893815e-02       3.332436304026e-01      -8.759288042181e-02      -3.397797990864e-07       3.364122119566e-05       7.140359547689e-04 
       6.528590450541e+01       1.748743913949e-04      -1.457884356748e+00       1.771837672166e-03       4.469650157502e-05       1.117412539375e-04       1.598010168571e-08       2.234825078751e-05      -1.093413577558e+00       1.771868856109e-03       5.964094670081e-01       6.555694273529e-01      -1.456988106951e+00       1.729881247766e-03       1.570429828114e-02      -1.094456385784e+00       1.832596586069e-03      -1.188402761242e-01      -1.027989390697e-04       1.571615907586e-02       3.332397711980e-01      -9.052488237294e-02      -3.435630547798e-07       3.339245638777e-05       6.846280220575e-04 
       6.643151026981e+01       1.785421744251e-04      -1.463349145831e+00       1.798940256277e-03       4.772804040871e-05       1.193201010218e-04       1.794248581563e-08       2.386402020436e-05      -1.097512206992e+00       1.798974761195e-03       5.962421454629e-01       6.548850187844e-01      -1.462387055831e+00       1.754674836397e-03       1.622601481014e-02      -1.098626279288e+00       1.862674194217e-03      -1.226598433685e-01      -1.080862804152e-04       1.623808294332e-02       3.332358082305e-01      -9.349872665275e-02      -3.472837235028e-07       3.314613019767e-05       6.568465010884e-04 
       6.767229830293e+01       1.825381088452e-04      -1.469300905055e+00       1.828126509786e-03       5.096561689269e-05       1.274140422317e-04       2.012919020605e-08       2.548280844634e-05      -1.101976071548e+00       1.828164762379e-03       5.960599571860e-01       6.541471551687e-01      -1.468263449474e+00       1.781265145871e-03       1.679896769047e-02      -1.103171227722e+00       1.895179571659e-03      -1.268502088351e-01      -1.140049608097e-04       1.681124706459e-02       3.332313973493e-01      -9.676656368725e-02      -3.512441661736e-07       3.288206817681e-05       6.284600825133e-04 
       6.891308633605e+01       1.865583926406e-04      -1.475286814233e+00       1.857137797004e-03       5.420835108822e-05       1.355208777205e-04       2.241610457200e-08       2.710417554411e-05      -1.106465553331e+00       1.857180002100e-03       5.958764119677e-01       6.534127892009e-01      -1.474169615264e+00       1.807579679685e-03       1.738001472458e-02      -1.107745969863e+00       1.927611514816e-03      -1.310954224015e-01      -1.201259892935e-04       1.739249052435e-02       3.332268613667e-01      -1.000828795311e-01      -3.551337872796e-07       3.262082173107e-05       6.017168813853e-04 
       7.015387436916e+01       1.906030263850e-04      -1.481306716098e+00       1.885973931484e-03       5.751577772222e-05       1.437894443056e-04       2.485137279626e-08       2.875788886111e-05      -1.110980534683e+00       1.886020368108e-03       5.956912199890e-01       6.526818878139e-01      -1.480105227544e+00       1.833616309062e-03       1.796904181813e-02      -1.112350514203e+00       1.959970582771e-03      -1.353947315582e-01      -1.264520438506e-04       1.798169812939e-02       3.332221985110e-01      -1.034473666445e-01      -3.589538904935e-07       3.236236565936e-05       5.764970279888e-04 
       7.139466240228e+01       1.946720106216e-04      -1.487360416612e+00       1.914634701532e-03       6.092597804967e-05       1.523149451242e-04       2.747233939606e-08       3.046298902484e-05      -1.115520870465e+00       1.914685697313e-03       5.955042463740e-01       6.519544270396e-01      -1.486069920685e+00       1.859372891274e-03       1.856593387227e-02      -1.116984842567e+00       1.992257283262e-03      -1.397473859203e-01      -1.329857645913e-04       1.857875367661e-02       3.332174070007e-01      -1.068597223759e-01      -3.627057491663e-07       3.210667376810e-05       5.526911995614e-04 
       7.263545043540e+01       1.987653458651e-04      -1.493447710443e+00       1.943119909736e-03       6.446132850917e-05       1.611533212729e-04       3.030783337032e-08       3.223066425459e-05      -1.120086407117e+00       1.943175815079e-03       5.953154461515e-01       6.512303856183e-01      -1.492063314581e+00       1.884847303867e-03       1.917057477518e-02      -1.121648929184e+00       2.024472106841e-03      -1.441526371301e-01      -1.397297536593e-04       1.918353994105e-02       3.332124850444e-01      -1.103196488550e-01      -3.663906072912e-07       3.185371899733e-05       5.301995362999e-04 
       7.387623846852e+01       2.028830326043e-04      -1.499568391785e+00       1.971429388711e-03       6.813154917266e-05       1.703288729316e-04       3.337710258565e-08       3.406577458633e-05      -1.124676990729e+00       1.971490569789e-03       5.951248443480e-01       6.505097423327e-01      -1.498085025468e+00       1.910037459887e-03       1.978284743895e-02      -1.126342748765e+00       2.056615542045e-03      -1.486097387336e-01      -1.466865751028e-04       1.979593870482e-02       3.332074308410e-01      -1.138268528804e-01      -3.700096803794e-07       3.160347360177e-05       5.089306844242e-04 
       7.511702650164e+01       2.070250713033e-04      -1.505722253754e+00       1.999562997632e-03       7.194032117499e-05       1.798508029375e-04       3.669680212187e-08       3.597016058750e-05      -1.129292466598e+00       1.999629845013e-03       5.949324763551e-01       6.497924761965e-01      -1.504134665334e+00       1.934941307054e-03       2.040263383761e-02      -1.131066276001e+00       2.088688074505e-03      -1.531179461679e-01      -1.538587548503e-04       2.041583080171e-02       3.332022425796e-01      -1.173810458432e-01      -3.735641564298e-07       3.135590931683e-05       4.888009496243e-04 
       7.651816918619e+01       2.117316876857e-04      -1.512711043734e+00       2.031120906091e-03       7.641877948755e-05       1.910469487189e-04       4.077385531548e-08       3.820938974377e-05      -1.134534157520e+00       2.031194658243e-03       5.947131574765e-01       6.489865479688e-01      -1.510999219173e+00       1.962716896989e-03       2.111140287730e-02      -1.136435934726e+00       2.124820899068e-03      -1.582692855401e-01      -1.622198625807e-04       2.112469326149e-02       3.331962203589e-01      -1.214507033045e-01      -3.775017958905e-07       3.107953805222e-05       4.673431470712e-04 
       7.791931187074e+01       2.164693582259e-04      -1.519741561252e+00       2.062454247251e-03       8.109044751856e-05       2.027261187964e-04       4.522436923386e-08       4.054522375928e-05      -1.139807154163e+00       2.062535480401e-03       5.944916858925e-01       6.481848744806e-01      -1.517898298524e+00       1.990121940918e-03       2.182942879933e-02      -1.141843394000e+00       2.160864587662e-03      -1.634837793861e-01      -1.708622839723e-04       2.184278338103e-02       3.331900222326e-01      -1.255795151821e-01      -3.813601754995e-07       3.080650719280e-05       4.471391266536e-04 
       7.932045455529e+01       2.212380834954e-04      -1.526813490821e+00       2.093562913450e-03       8.596010135337e-05       2.149002533834e-04       5.007565701630e-08       4.298005067668e-05      -1.145111220752e+00       2.093652239467e-03       5.942681268858e-01       6.473874296859e-01      -1.524831312648e+00       2.017153620419e-03       2.255653738466e-02      -1.147288607511e+00       2.196819802991e-03      -1.687603631068e-01      -1.797894796814e-04       2.256992517630e-02       3.331836455487e-01      -1.297670859529e-01      -3.851408871732e-07       3.053677443029e-05       4.280969042249e-04 
       8.072159723984e+01       2.260378640363e-04      -1.533926518863e+00       2.124446843413e-03       9.103254651541e-05       2.275813662885e-04       5.535655350034e-08       4.551627325770e-05      -1.150446122988e+00       2.124544909000e-03       5.940425432502e-01       6.465941870132e-01      -1.531797667669e+00       2.043809178264e-03       2.329255296060e-02      -1.152771531429e+00       2.232687207428e-03      -1.740979749828e-01      -1.890048480658e-04       2.330594121945e-02       3.331770876393e-01      -1.340130270091e-01      -3.888454839064e-07       3.027029720886e-05       4.101326192170e-04 
       8.212273992439e+01       2.308687003631e-04      -1.541080330591e+00       2.155106015412e-03       9.631261689451e-05       2.407815422363e-04       6.109747486598e-08       4.815630844725e-05      -1.155811625710e+00       2.155213505722e-03       5.938149960783e-01       6.458051201873e-01      -1.538796763478e+00       2.070085913202e-03       2.403729845072e-02      -1.158292121996e+00       2.268467457701e-03      -1.794955557958e-01      -1.985117247504e-04       2.405065264936e-02       3.331703458211e-01      -1.383169564193e-01      -3.924754807767e-07       3.000703284437e-05       3.931696974894e-04 
       8.352388260894e+01       2.357305929652e-04      -1.548274608901e+00       2.185540444046e-03       1.018051737838e-04       2.545129344595e-04       6.733047972381e-08       5.090258689191e-05      -1.161207492078e+00       2.185658086378e-03       5.935855451261e-01       6.450202035225e-01      -1.545827992658e+00       2.095981178013e-03       2.479059540533e-02      -1.163850334635e+00       2.304161202827e-03      -1.849520486982e-01      -2.083133824375e-04       2.480387919566e-02       3.331634173952e-01      -1.426784987672e-01      -3.960323561516e-07       2.974693862097e-05       3.771381125095e-04 
       8.492502529349e+01       2.406235423082e-04      -1.555509034568e+00       2.215750179740e-03       1.075151050270e-04       2.687877625675e-04       7.408933167535e-08       5.375755251350e-05      -1.166633483720e+00       2.215878745218e-03       5.933542488673e-01       6.442394118767e-01      -1.552890740716e+00       2.121492379688e-03       2.555226402044e-02      -1.169446124036e+00       2.339769084206e-03      -1.904663991424e-01      -2.184130307798e-04       2.556543919909e-02       3.331562996472e-01      -1.470972850080e-01      -3.995175528908e-07       2.948997186562e-05       3.619737319361e-04 
       8.636569962875e+01       2.456869245788e-04      -1.562989096144e+00       2.246578048679e-03       1.136179677091e-04       2.840449192726e-04       8.162460012212e-08       5.680898385453e-05      -1.172243723719e+00       2.246718696488e-03       5.931145628285e-01       6.434408662789e-01      -1.560184967926e+00       2.147320210346e-03       2.634396088333e-02      -1.175238926232e+00       2.376292737676e-03      -1.961955523058e-01      -2.291116609763e-04       2.635698256301e-02       3.331487807970e-01      -1.517000497498e-01      -4.030278220551e-07       2.922897136362e-05       3.472238856439e-04 
       8.780637396402e+01       2.507831417026e-04      -1.570510914434e+00       2.277168594235e-03       1.199612075191e-04       2.999030187976e-04       8.979403097265e-08       5.998060375953e-05      -1.177885299312e+00       2.277322236734e-03       5.928730466432e-01       6.426466288166e-01      -1.567511180521e+00       2.172736622089e-03       2.714411863899e-02      -1.181071358210e+00       2.412726969640e-03      -2.019836199673e-01      -2.401320109778e-04       2.715694236845e-02       3.331410559203e-01      -1.563625629343e-01      -4.064652943117e-07       2.897118626240e-05       3.332700575302e-04 
       8.924704829928e+01       2.559121941182e-04      -1.578074138799e+00       2.307521990167e-03       1.265502202179e-04       3.163755505449e-04       9.864040070982e-08       6.327511010897e-05      -1.183557948872e+00       2.307689592029e-03       5.926297593264e-01       6.418566732200e-01      -1.574868690744e+00       2.197738980938e-03       2.795253756558e-02      -1.186943370437e+00       2.449072456900e-03      -2.078294630778e-01      -2.514773606091e-04       2.796511678474e-02       3.331331220157e-01      -1.610844435906e-01      -4.098314280826e-07       2.871657079947e-05       3.200584371985e-04 
       9.068772263454e+01       2.610740822446e-04      -1.585678417674e+00       2.337638448750e-03       1.333904275343e-04       3.334760688358e-04       1.082086917535e-07       6.669521376716e-05      -1.189261410153e+00       2.337821029444e-03       5.923847584453e-01       6.410709735480e-01      -1.582256804538e+00       2.222324715787e-03       2.876901657725e-02      -1.192854913378e+00       2.485329869562e-03      -2.137319449424e-01      -2.631509187140e-04       2.878130258976e-02       3.331249760646e-01      -1.658653172840e-01      -4.131276469042e-07       2.846507955228e-05       3.075395895721e-04 
       9.212839696981e+01       2.662688064822e-04      -1.593323399921e+00       2.367518222520e-03       1.404872763855e-04       3.512181909638e-04       1.185461729403e-07       7.024363819276e-05      -1.194995421309e+00       2.367716858487e-03       5.921380998920e-01       6.402895038628e-01      -1.589674822952e+00       2.246491321085e-03       2.959335325759e-02      -1.198805938445e+00       2.521499873614e-03      -2.196899313963e-01      -2.751558233082e-04       2.960529523546e-02       3.331166150313e-01      -1.707048160457e-01      -4.163553406818e-07       2.821666749376e-05       2.956680397157e-04 
       9.356907130507e+01       2.714963672143e-04      -1.601008736653e+00       2.397161607188e-03       1.478462381332e-04       3.696155953330e-04       1.297024818027e-07       7.392311906661e-05      -1.200759722271e+00       2.397377433867e-03       5.918898375443e-01       6.395122377922e-01      -1.597122044013e+00       2.270236360669e-03       3.042534389719e-02      -1.204796399302e+00       2.557583134653e-03      -2.257022911270e-01      -2.874951419385e-04       3.043688893612e-02       3.331080358633e-01      -1.756025783537e-01      -4.195158669749e-07       2.797129004915e-05       2.844019025901e-04 
       9.500974564034e+01       2.767567648081e-04      -1.608734072932e+00       2.426568923821e-03       1.554728064826e-04       3.886820162066e-04       1.417297073996e-07       7.773640324132e-05      -1.206554048514e+00       2.426803137787e-03       5.916400251860e-01       6.387391506252e-01      -1.604597754476e+00       2.293557450897e-03       3.126478353239e-02      -1.210826245580e+00       2.593580300921e-03      -2.317678940758e-01      -3.001718696056e-04       3.127587649876e-02       3.330992354913e-01      -1.805582485099e-01      -4.226105507920e-07       2.772890305089e-05       2.737025522926e-04 
       9.661543606010e+01       2.826583873317e-04      -1.617390972405e+00       2.459066834982e-03       1.642950107117e-04       4.107375267792e-04       1.562277225420e-07       8.214750535585e-05      -1.213047116626e+00       2.459323030093e-03       5.913598374700e-01       6.378824085598e-01      -1.612962427710e+00       2.319047346722e-03       3.220889871394e-02      -1.217593102537e+00       2.633599940608e-03      -2.385896162772e-01      -3.147017667679e-04       3.221942001191e-02       3.330891626803e-01      -1.861493545100e-01      -4.259836971795e-07       2.746222324083e-05       2.624020419578e-04 
       9.822112647985e+01       2.886008007532e-04      -1.626096628420e+00       2.491272495873e-03       1.734642865620e-04       4.336607164051e-04       1.719552745840e-07       8.673214328102e-05      -1.219576788757e+00       2.491552328904e-03       5.910778593931e-01       6.370307929846e-01      -1.621360597221e+00       2.344004618806e-03       3.316172371838e-02      -1.224408754549e+00       2.673514315647e-03      -2.454745182403e-01      -3.296583668508e-04       3.317159897029e-02       3.330788069580e-01      -1.918114839639e-01      -4.292784091150e-07       2.719914421568e-05       2.517159164667e-04 
       9.982681689961e+01       2.945840055195e-04      -1.634850550408e+00       2.523186507680e-03       1.829882386044e-04       4.574705965111e-04       1.889958359496e-07       9.149411930221e-05      -1.226142699716e+00       2.523491730472e-03       5.907941597572e-01       6.361842702788e-01      -1.629791253940e+00       2.368426251872e-03       3.412296961009e-02      -1.231273134156e+00       2.713324300639e-03      -2.524210451877e-01      -3.450455023789e-04       3.413212131384e-02       3.330681640013e-01      -1.975441702181e-01      -4.324963901366e-07       2.693960708690e-05       2.416024872021e-04 
       1.014325073194e+02       3.006080020589e-04      -1.643652247244e+00       2.554809521763e-03       1.928746519844e-04       4.821866299610e-04       2.074376561323e-07       9.643732599220e-05      -1.232744484052e+00       2.555141985000e-03       5.905088050922e-01       6.353428072962e-01      -1.638253380550e+00       2.392309328890e-03       3.509234576349e-02      -1.238186173875e+00       2.753030760023e-03      -2.594276454971e-01      -3.608668949192e-04       3.510069325678e-02       3.330572294616e-01      -2.033469552250e-01      -4.356393004335e-07       2.668355380849e-05       2.320234606646e-04 
       1.030381977391e+02       3.066727907822e-04      -1.652501227638e+00       2.586142238786e-03       2.031314211577e-04       5.078285528943e-04       2.273736493528e-07       1.015657105789e-04      -1.239381776351e+00       2.586503895995e-03       5.902218602143e-01       6.345063712939e-01      -1.646745951984e+00       2.415651031816e-03       3.606955992796e-02      -1.245147806391e+00       2.792634548682e-03      -2.664927707007e-01      -3.771261549458e-04       3.607701935991e-02       3.330459989650e-01      -2.092193893495e-01      -4.387087582395e-07       2.643092719854e-05       2.229436161978e-04 
       1.046438881589e+02       3.127783720839e-04      -1.661397001236e+00       2.617185409493e-03       2.137665423042e-04       5.344163557606e-04       2.489016966229e-07       1.068832711521e-04      -1.246054212068e+00       2.617578321270e-03       5.899333878921e-01       6.336749296840e-01      -1.655267936629e+00       2.438448643954e-03       3.705431829341e-02      -1.252157965294e+00       2.832136514180e-03      -2.736148756871e-01      -3.938267819942e-04       3.706080262964e-02       3.330344681119e-01      -2.151610312414e-01      -4.417063412906e-07       2.618167096296e-05       2.143305185798e-04 
       1.062495785787e+02       3.189247463432e-04      -1.670339080727e+00       2.647939837992e-03       2.247882376343e-04       5.619705940859e-04       2.721251791772e-07       1.123941188172e-04      -1.252761429119e+00       2.648366176547e-03       5.896434482683e-01       6.328484495329e-01      -1.663818298551e+00       2.460699554832e-03       3.804632555779e-02      -1.259216586565e+00       2.871537501521e-03      -2.807924192507e-01      -4.109721653437e-04       3.805174466399e-02       3.330226324778e-01      -2.211714478282e-01      -4.446335884231e-07       2.593572972650e-05       2.061542612547e-04 
       1.078975301698e+02       3.252753088273e-04      -1.679564148058e+00       2.679204353373e-03       2.365110541588e-04       5.912776353971e-04       2.978379991506e-07       1.182555270794e-04      -1.259680962093e+00       2.679667379762e-03       5.893444133003e-01       6.320053425175e-01      -1.672622112680e+00       2.482964986554e-03       3.907166841324e-02      -1.266511310968e+00       2.911871377338e-03      -2.882149054039e-01      -4.290347141559e-04       3.907589715052e-02       3.330101637473e-01      -2.274111238010e-01      -4.475663158160e-07       2.568670525931e-05       1.981881013757e-04 
       1.095454817609e+02       3.316688406029e-04      -1.688836942147e+00       2.710166566507e-03       2.486603760609e-04       6.216509401523e-04       3.255795980669e-07       1.243301880305e-04      -1.266636352672e+00       2.710668825227e-03       5.890439553558e-01       6.311673948741e-01      -1.681453574480e+00       2.504649289777e-03       4.010401193778e-02      -1.273856939212e+00       2.952100642097e-03      -2.956925050896e-01      -4.475726088878e-04       4.010694838421e-02       3.329973644562e-01      -2.337223424776e-01      -4.504281168992e-07       2.544105720976e-05       1.906254532650e-04 
       1.111934333520e+02       3.381053420365e-04      -1.698156932052e+00       2.740827476952e-03       2.612481552209e-04       6.531203880522e-04       3.554895540329e-07       1.306240776104e-04      -1.273627206961e+00       2.741371655979e-03       5.887421306003e-01       6.303345735506e-01      -1.690311536491e+00       2.525749958197e-03       4.114303242521e-02      -1.281253398779e+00       2.992226166970e-03      -3.032235610799e-01      -4.665891445662e-04       4.114457107271e-02       3.329842297391e-01      -2.401046604233e-01      -4.532205327436e-07       2.519872861753e-05       1.834408730720e-04 
       1.128413849431e+02       3.445848134818e-04      -1.707523592073e+00       2.771188138245e-03       2.742898025201e-04       6.857245063003e-04       3.877267951358e-07       1.371449012601e-04      -1.280653135244e+00       2.771777085098e-03       5.884389869653e-01       6.295068447473e-01      -1.699194848864e+00       2.546264607514e-03       4.218840480993e-02      -1.288700620826e+00       3.032248824037e-03      -3.108064210075e-01      -4.860874941300e-04       4.218843674088e-02       3.329707547032e-01      -2.465576427474e-01      -4.559450666504e-07       2.495966356608e-05       1.766108403022e-04 
       1.144893365342e+02       3.511072552806e-04      -1.716936399550e+00       2.801249648455e-03       2.878076357608e-04       7.195190894020e-04       4.224841363456e-07       1.439038178804e-04      -1.287713750368e+00       2.801886398445e-03       5.881345593669e-01       6.286841744947e-01      -1.708102357313e+00       2.566190970733e-03       4.323980274717e-02      -1.296198538449e+00       3.072169481514e-03      -3.184394370890e-01      -5.060707079749e-04       4.323821577152e-02       3.329569344282e-01      -2.530808628349e-01      -4.586031850628e-07       2.472380716341e-05       1.701135884046e-04 
       1.161372881254e+02       3.576726677634e-04      -1.726394817091e+00       2.831013099276e-03       3.018378269958e-04       7.545945674896e-04       4.600165352778e-07       1.509189134979e-04      -1.294808654478e+00       2.831700924719e-03       5.878288649617e-01       6.278665331107e-01      -1.717032885517e+00       2.585526854573e-03       4.429689868484e-02      -1.303747073283e+00       3.111988960116e-03      -3.261209608149e-01      -5.265417053761e-04       4.429357675711e-02       3.329427639670e-01      -2.596739004518e-01      -4.611963156073e-07       2.449110536744e-05       1.639289523704e-04 
       1.177852397165e+02       3.642810512501e-04      -1.735898315902e+00       2.860479627671e-03       3.164403546284e-04       7.911008865710e-04       5.006684656818e-07       1.582201773142e-04      -1.301937456599e+00       2.861222087134e-03       5.875219003253e-01       6.270538893867e-01      -1.725985258622e+00       2.604270195759e-03       4.535936394182e-02      -1.311346152932e+00       3.151708089300e-03      -3.338493502798e-01      -5.475032858423e-04       4.535418757405e-02       3.329282383451e-01      -2.663363438766e-01      -4.637258524641e-07       2.426150521333e-05       1.580382314286e-04 
       1.196058946150e+02       3.716319475391e-04      -1.746449551571e+00       2.892690428639e-03       3.333064210800e-04       8.332660527001e-04       5.495461331116e-07       1.666532105400e-04      -1.309852293263e+00       2.893497572527e-03       5.871813757296e-01       6.261618548964e-01      -1.735899808594e+00       2.624286531821e-03       4.653902029031e-02      -1.319800288891e+00       3.195474049233e-03      -3.424401862633e-01      -5.712352277992e-04       4.653165230653e-02       3.329117714953e-01      -2.737772148662e-01      -4.664481783036e-07       2.401138699391e-05       1.518510515871e-04 
       1.214265495136e+02       3.790352941740e-04      -1.757054457720e+00       2.924542022015e-03       3.507549108713e-04       8.768872771784e-04       6.021080898302e-07       1.753774554357e-04      -1.317807504574e+00       2.925418231924e-03       5.868397729901e-01       6.252758420073e-01      -1.745837979586e+00       2.643574765737e-03       4.772438181459e-02      -1.328315933170e+00       3.239119613559e-03      -3.510840222444e-01      -5.955726587901e-04       4.771466757050e-02       3.328948582563e-01      -2.813017729328e-01      -4.690963290450e-07       2.376492237426e-05       1.459797817341e-04 
