#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_ncdm[1]         23:theta_ncdm[1]         24:shear_ncdm[1]         25:cs2_ncdm[1]        
       1.415634660762e-01       3.110236691581e-07      -1.195632520101e+00       4.231197674845e-06       3.216284008201e-13       8.040710020502e-13       3.438045436681e-22       1.608142004100e-13      -8.967243900759e-01       4.231197674845e-06       5.982121219147e-01       7.010919698560e-01      -1.195632520101e+00       4.231197297621e-06       7.990502385927e-08      -8.967243900759e-01       4.231198462704e-06      -6.686730403457e-07      -1.166285116803e-12       7.998743567305e-08       3.333333330372e-01      -6.684516185952e-07      -1.166744589627e-12       7.990084585506e-08       3.328301335508e-01 
       1.423731539090e-01       3.128027075063e-07      -1.195638167329e+00       4.255416680657e-06       3.271803955319e-13       8.179509888298e-13       3.537517685691e-22       1.635901977660e-13      -8.967286254968e-01       4.255416680657e-06       5.982114411402e-01       7.010905591943e-01      -1.195638167329e+00       4.255416296922e-06       8.082122487035e-08      -8.967286254968e-01       4.255417482111e-06      -6.763422860735e-07      -1.186411655714e-12       8.090458140519e-08       3.333333330338e-01      -6.761124125412e-07      -1.186838894678e-12       8.081559253585e-08       3.328243651573e-01 
       1.431828417419e-01       3.145817472248e-07      -1.195643718832e+00       4.279635547023e-06       3.327959101470e-13       8.319897753676e-13       3.639279076860e-22       1.663979550735e-13      -8.967327891240e-01       4.279635547023e-06       5.982107700805e-01       7.010891724703e-01      -1.195643718832e+00       4.279635156703e-06       8.174265515121e-08      -8.967327891240e-01       4.279636362228e-06      -6.840552867432e-07      -1.206768351473e-12       8.182696197897e-08       3.333333330303e-01      -6.838167784945e-07      -1.207162514720e-12       8.173552824097e-08       3.328185639657e-01 
       1.439925295747e-01       3.163607883169e-07      -1.195649178558e+00       4.303854282928e-06       3.384753064945e-13       8.461882662364e-13       3.743368900634e-22       1.692376532473e-13      -8.967368839188e-01       4.303854282928e-06       5.982101082508e-01       7.010878086970e-01      -1.195649178558e+00       4.303853885948e-06       8.266931466267e-08      -8.967368839188e-01       4.303855112040e-06      -6.918120427282e-07      -1.227356516722e-12       8.275457744585e-08       3.333333330269e-01      -6.915647145456e-07      -1.227716746818e-12       8.266065247422e-08       3.328127299778e-01 
       1.448022174076e-01       3.181398307856e-07      -1.195654538074e+00       4.328072849728e-06       3.442189426445e-13       8.605473566113e-13       3.849826852610e-22       1.721094713223e-13      -8.967409035556e-01       4.328072849728e-06       5.982094579119e-01       7.010864699830e-01      -1.195654538074e+00       4.328072446013e-06       8.360120338008e-08      -8.967409035556e-01       4.328073692904e-06      -6.996125510352e-07      -1.248177457497e-12       8.368742745245e-08       3.333333330235e-01      -6.993562154118e-07      -1.248502881253e-12       8.359096433224e-08       3.328068631954e-01 
       1.456119052404e-01       3.199188746342e-07      -1.195659794301e+00       4.352291228676e-06       3.500271781270e-13       8.750679453174e-13       3.958693092736e-22       1.750135890635e-13      -8.967448457255e-01       4.352291228676e-06       5.982088201003e-01       7.010851570977e-01      -1.195659794301e+00       4.352290818149e-06       8.453832127081e-08      -8.967448457255e-01       4.352292086074e-06      -7.074568098219e-07      -1.269232480789e-12       8.462551178069e-08       3.333333330200e-01      -7.071912769470e-07      -1.269522209079e-12       8.452646304366e-08       3.328009636204e-01 
       1.489035264470e-01       3.271512298422e-07      -1.195680223449e+00       4.450744541060e-06       3.743120345696e-13       9.357800864241e-13       4.426915625127e-22       1.871560172848e-13      -8.967601675866e-01       4.450744541060e-06       5.982063351450e-01       7.010800546401e-01      -1.195680223449e+00       4.450744102056e-06       8.840182223419e-08      -8.967601675867e-01       4.450745457923e-06      -7.397965204990e-07      -1.357264815786e-12       8.849299753201e-08       3.333333330056e-01      -7.394915952738e-07      -1.357399938368e-12       8.838293712125e-08       3.327766425037e-01 
       1.521951476536e-01       3.343836081153e-07      -1.195699247324e+00       4.549195413574e-06       3.996947797060e-13       9.992369492651e-13       4.938428554473e-22       1.998473898530e-13      -8.967744354927e-01       4.549195413574e-06       5.982040153152e-01       7.010753036088e-01      -1.195699247324e+00       4.549194944806e-06       9.235174101157e-08      -8.967744354927e-01       4.549196392588e-06      -7.728592863223e-07      -1.449275421470e-12       9.244699003959e-08       3.333333329910e-01      -7.725116352630e-07      -1.449239858466e-12       9.232508626507e-08       3.327517795896e-01 
       1.554867688603e-01       3.416160096637e-07      -1.195717015592e+00       4.647644076591e-06       4.261996934541e-13       1.065499233635e-12       5.496166790720e-22       2.130998467271e-13      -8.967877616939e-01       4.647644076591e-06       5.982018447220e-01       7.010708665871e-01      -1.195717015592e+00       4.647643576742e-06       9.638807540915e-08      -8.967877616940e-01       4.647645120502e-06      -8.066450894388e-07      -1.545352257097e-12       9.648748730238e-08       3.333333329760e-01      -8.062512177677e-07      -1.545128761575e-12       9.635286970739e-08       3.327263750061e-01 
       1.587783900669e-01       3.488484346972e-07      -1.195733643207e+00       4.746090671033e-06       4.538510499710e-13       1.134627624927e-12       6.103194934395e-22       2.269255249855e-13      -8.968002324054e-01       4.746090671033e-06       5.981998131681e-01       7.010667148367e-01      -1.195733643207e+00       4.746090138760e-06       1.005108236103e-07      -8.968002324054e-01       4.746091782648e-06      -8.411539137061e-07      -1.645583300361e-12       1.006144875777e-07       3.333333329607e-01      -8.407101619785e-07      -1.645153405180e-12       1.004662460993e-07       3.327004288845e-01 
       1.620700112735e-01       3.560808834260e-07      -1.195749227730e+00       4.844535304727e-06       4.826731216697e-13       1.206682804174e-12       6.762710125508e-22       2.413365608348e-13      -8.968119207976e-01       4.844535304727e-06       5.981979124827e-01       7.010628239674e-01      -1.195749227730e+00       4.844534738656e-06       1.047199839609e-07      -8.968119207976e-01       4.844536486910e-06      -8.763857441329e-07      -1.750056532273e-12       1.048279892200e-07       3.333333329451e-01      -8.758882848723e-07      -1.749400495821e-12       1.046651733499e-07       3.326739413596e-01 
       1.653616324801e-01       3.633133560598e-07      -1.195763859709e+00       4.942978088227e-06       5.126901823791e-13       1.281725455948e-12       7.478044892910e-22       2.563450911895e-13      -8.968228947818e-01       4.942978088227e-06       5.981961343926e-01       7.010591713422e-01      -1.195763859709e+00       4.942977486959e-06       1.090155548075e-07      -8.968228947818e-01       4.942979343903e-06      -9.123405659601e-07      -1.858859923881e-12       1.091279905222e-07       3.333333329292e-01      -9.117854003043e-07      -1.857956674714e-12       1.089496084688e-07       3.326469125692e-01 
       1.737164014930e-01       3.816708742765e-07      -1.195797260350e+00       5.192837237682e-06       5.944100252438e-13       1.486025063109e-12       9.568293857106e-22       2.972050126219e-13      -8.968479452623e-01       5.192837237682e-06       5.981921194531e-01       7.010508352957e-01      -1.195797260350e+00       5.192836540588e-06       1.203065406925e-07      -8.968479452624e-01       5.192838693433e-06      -1.006847191841e-06      -2.155065165390e-12       1.204306215440e-07       3.333333328873e-01      -1.006126404528e-06      -2.153430255585e-12       1.202079877701e-07       3.325758788107e-01 
       1.820711705059e-01       4.000285512793e-07      -1.195826203678e+00       5.442686841118e-06       6.843818576610e-13       1.710954644153e-12       1.210182327915e-21       3.421909288305e-13      -8.968696527587e-01       5.442686841118e-06       5.981887225278e-01       7.010436142732e-01      -1.195826203678e+00       5.442686038522e-06       1.321541857905e-07      -8.968696527587e-01       5.442688517138e-06      -1.106011347287e-06      -2.481172212357e-12       1.322904859802e-07       3.333333328434e-01      -1.105095087036e-06      -2.478636426708e-12       1.320162241634e-07       3.325013613217e-01 
       1.904259395188e-01       4.183863904935e-07      -1.195851569865e+00       5.692528196840e-06       7.830026618621e-13       1.957506654655e-12       1.514567649977e-21       3.915013309311e-13      -8.968886773984e-01       5.692528196840e-06       5.981858492654e-01       7.010372882320e-01      -1.195851569865e+00       5.692527278602e-06       1.445584701004e-07      -8.968886773985e-01       5.692530114296e-06      -1.209832857528e-06      -2.838619380349e-12       1.447075633378e-07       3.333333327974e-01      -1.208688182256e-06      -2.834986633463e-12       1.443735494998e-07       3.324233626547e-01 
       1.987807085317e-01       4.367443953407e-07      -1.195874048921e+00       5.942362399170e-06       8.906694407661e-13       2.226673601915e-12       1.877334115581e-21       4.453347203830e-13      -8.969055366906e-01       5.942362399170e-06       5.981834214597e-01       7.010316846690e-01      -1.195874048921e+00       5.942361354679e-06       1.575193768817e-07      -8.969055366907e-01       5.942364580197e-06      -1.318311576592e-06      -3.228844979094e-12       1.576818372841e-07       3.333333327493e-01      -1.316902317203e-06      -3.223889685482e-12       1.572791651740e-07       3.323418855079e-01 
       2.071354775446e-01       4.551025692394e-07      -1.195894182644e+00       6.192190350925e-06       1.007779214253e-12       2.519448035633e-12       2.306504524717e-21       5.038896071266e-13      -8.969206369828e-01       6.192190350925e-06       5.981813752573e-01       7.010266681352e-01      -1.195894182644e+00       6.192189169107e-06       1.710368914682e-07      -8.969206369829e-01       6.192192818630e-06      -1.431447373055e-06      -3.653287280696e-12       1.712132935456e-07       3.333333326992e-01      -1.429733998445e-06      -3.646751605690e-12       1.707322401004e-07       3.322569327280e-01 
       2.154902465575e-01       4.734609156040e-07      -1.195912400206e+00       6.442012799512e-06       1.134729018979e-12       2.836822547448e-12       2.810805329826e-21       5.673645094896e-13      -8.969343001547e-01       6.442012799512e-06       5.981796583213e-01       7.010221313372e-01      -1.195912400206e+00       6.442011468827e-06       1.851110006360e-07      -8.969343001548e-01       6.442015577973e-06      -1.549240123895e-06      -4.113384505049e-12       1.853019190243e-07       3.333333326470e-01      -1.547179607198e-06      -4.104975498954e-12       1.847319099111e-07       3.321685073130e-01 
       2.288344850373e-01       5.027832357179e-07      -1.195938312993e+00       6.841019123780e-06       1.358890155011e-12       3.397225387528e-12       3.795913166112e-21       6.794450775057e-13      -8.969537347447e-01       6.841019123780e-06       5.981775025493e-01       7.010156826825e-01      -1.195938312993e+00       6.841017530226e-06       2.087445876991e-07      -8.969537347449e-01       6.841022450932e-06      -1.747037515753e-06      -4.925781297914e-12       2.089598802746e-07       3.333333325594e-01      -1.744324228502e-06      -4.913676700133e-12       2.082236433401e-07       3.320200794465e-01 
       2.421787235170e-01       5.321060183764e-07      -1.195961264643e+00       7.240015016510e-06       1.610784490676e-12       4.026961226689e-12       5.039693458863e-21       8.053922453378e-13      -8.969709484825e-01       7.240015016510e-06       5.981759373805e-01       7.010099760867e-01      -1.195961264643e+00       7.240013127557e-06       2.337980028153e-07      -8.969709484827e-01       7.240018960205e-06      -1.956714283526e-06      -5.838664087227e-12       2.340391350836e-07       3.333333324665e-01      -1.953213687918e-06      -5.821846547446e-12       2.331036341884e-07       3.318628144920e-01 
       2.555229619968e-01       5.614292774283e-07      -1.195982004433e+00       7.639001903979e-06       1.892030013303e-12       4.730075033259e-12       6.590046423755e-21       9.460150066517e-13      -8.969865033245e-01       7.639001903979e-06       5.981748612918e-01       7.010048242309e-01      -1.195982004432e+00       7.638999685195e-06       2.602712111719e-07      -8.969865033247e-01       7.639006536022e-06      -2.178269988985e-06      -6.857892346936e-12       2.605396461995e-07       3.333333323683e-01      -2.173831232997e-06      -6.835151313737e-12       2.593678331780e-07       3.316967271801e-01 
       2.688672004766e-01       5.907530266934e-07      -1.196001126329e+00       8.037981193181e-06       2.204244908592e-12       5.510612271480e-12       8.500453515988e-21       1.102122454296e-12      -8.970008447470e-01       8.037981193181e-06       5.981741862244e-01       7.010000786230e-01      -1.196001126329e+00       8.037978608236e-06       2.881641837207e-07      -8.970008447473e-01       8.037986589330e-06      -2.411704254624e-06      -7.989325518368e-12       2.884613874184e-07       3.333333322648e-01      -2.406159347558e-06      -7.959234649329e-12       2.870119809363e-07       3.315218333226e-01 
       2.822114389563e-01       6.200772799616e-07      -1.196019027591e+00       8.436953673896e-06       2.549047401504e-12       6.372618503759e-12       1.083028508980e-20       1.274523700752e-12      -8.970142706931e-01       8.436953673896e-06       5.981738543850e-01       7.009956399485e-01      -1.196019027591e+00       8.436950684559e-06       3.174768949024e-07      -8.970142706935e-01       8.436959913863e-06      -2.657016664252e-06      -9.238822728644e-12       3.178043304543e-07       3.333333321561e-01      -2.650179668394e-06      -9.199716107457e-12       3.160315960796e-07       3.313381498418e-01 
       2.955556774361e-01       6.494020509910e-07      -1.196036038417e+00       8.835920187945e-06       2.928055911737e-12       7.320139779343e-12       1.364510924043e-20       1.464027955869e-12      -8.970270288130e-01       8.835920187945e-06       5.981738137327e-01       7.009914256575e-01      -1.196036038417e+00       8.835916754082e-06       3.482093214950e-07      -8.970270288135e-01       8.835927355391e-06      -2.914206834532e-06      -1.061224303477e-11       3.485684531318e-07       3.333333320422e-01      -2.905873072510e-06      -1.056219019855e-11       3.464219845720e-07       3.311456947999e-01 
       3.088999159159e-01       6.787273535068e-07      -1.196052405660e+00       9.234881372304e-06       3.342888984303e-12       8.357222460757e-12       1.701699996843e-20       1.671444492151e-12      -8.970393042451e-01       9.234881372305e-06       5.981740243485e-01       7.009873740369e-01      -1.196052405660e+00       9.234877451881e-06       3.803614427314e-07      -8.970393042457e-01       9.234889554844e-06      -3.183274373400e-06      -1.211544530830e-11       3.807537348722e-07       3.333333319229e-01      -3.173219652507e-06      -1.205222509509e-11       3.781782365527e-07       3.309444874271e-01 
       3.320284796226e-01       7.295559913374e-07      -1.196079788044e+00       9.926359591243e-06       4.151514886013e-12       1.037878721503e-11       2.441710641350e-20       2.075757443006e-12      -8.970598410334e-01       9.926359591244e-06       5.981748938866e-01       7.009806023029e-01      -1.196079788044e+00       9.926354722333e-06       4.394509945668e-07      -8.970598410342e-01       9.926369752341e-06      -3.677761000877e-06      -1.504550905453e-11       4.399042309904e-07       3.333333317038e-01      -3.664132279261e-06      -1.495325292924e-11       4.364389878481e-07       3.305750795291e-01 
       3.551570433293e-01       7.803863379281e-07      -1.196106477712e+00       1.061782505408e-05       5.081051883968e-12       1.270262970992e-11       3.419347856970e-20       2.540525941984e-12      -8.970798582841e-01       1.061782505408e-05       5.981763068990e-01       7.009740090789e-01      -1.196106477711e+00       1.061781909479e-05       5.028052668695e-07      -8.970798582852e-01       1.061783748937e-05      -4.207924720149e-06      -1.841354996641e-11       5.033238428744e-07       3.333333314688e-01      -4.189876449632e-06      -1.828275425464e-11       4.987591946595e-07       3.301795561225e-01 
       3.782856070360e-01       8.312184639656e-07      -1.196132979421e+00       1.130927941627e-05       6.139930517450e-12       1.534982629362e-11       4.687746945989e-20       3.069965258725e-12      -8.970997345658e-01       1.130927941627e-05       5.981781698621e-01       7.009674681754e-01      -1.196132979420e+00       1.130927221481e-05       5.704241853065e-07      -8.970997345672e-01       1.130929444196e-05      -4.773763401318e-06      -2.225007038297e-11       5.710125011170e-07       3.333333312179e-01      -4.750332854264e-06      -2.206909499434e-11       5.651087728055e-07       3.297580437354e-01 
       4.014141707428e-01       8.820524397759e-07      -1.196159608437e+00       1.200072359628e-05       7.336582624675e-12       1.834145656169e-11       6.307437615445e-20       3.668291312337e-12      -8.971197063277e-01       1.200072359628e-05       5.981804226138e-01       7.009609007759e-01      -1.196159608436e+00       1.200071499095e-05       6.423076817287e-07      -8.971197063294e-01       1.200074154913e-05      -5.375274782925e-06      -2.658557096553e-11       6.429701356862e-07       3.333333309513e-01      -5.345375954685e-06      -2.634034690692e-11       6.354557550619e-07       3.293106806605e-01 
       4.245427344495e-01       9.328883353053e-07      -1.196186587087e+00       1.269215827873e-05       8.679441561161e-12       2.169860390290e-11       8.346827699064e-20       4.339720780580e-12      -8.971399403156e-01       1.269215827873e-05       5.981830203893e-01       7.009542512984e-01      -1.196186587086e+00       1.269214809791e-05       7.184556930316e-07      -8.971399403178e-01       1.269217951606e-05      -6.012456529183e-06      -3.145055091428e-11       7.191966824421e-07       3.333333306688e-01      -5.974874347014e-06      -3.112427055826e-11       7.097663280806e-07       3.288376172628e-01 
       4.476712981562e-01       9.837262201032e-07      -1.196214083363e+00       1.338358408359e-05       1.017694234956e-11       2.544235587389e-11       1.088268724719e-19       5.088471174779e-12      -8.971605625223e-01       1.338358408359e-05       5.981859272613e-01       7.009474777453e-01      -1.196214083361e+00       1.338357214576e-05       7.988681605388e-07      -8.971605625250e-01       1.338360898327e-05      -6.685306245513e-06      -3.687550806754e-11       7.996920851787e-07       3.333333303705e-01      -6.638691091814e-06      -3.644829854520e-11       7.880048674407e-07       3.283390162375e-01 
       4.707998618629e-01       1.034566163305e-06      -1.196242202630e+00       1.407500129026e-05       1.183752152189e-11       2.959380380472e-11       1.400063268201e-19       5.918760760944e-12      -8.971816519728e-01       1.407500129026e-05       5.981891193725e-01       7.009405537747e-01      -1.196242202628e+00       1.407498740398e-05       8.835450284803e-07      -8.971816519762e-01       1.407503025072e-05      -7.393821400893e-06      -4.289093848000e-11       8.844562853436e-07       3.333333300563e-01      -7.336683958714e-06      -4.233951860674e-11       8.701339632013e-07       3.278150528168e-01 
       5.089548968158e-01       1.118441154704e-06      -1.196290161848e+00       1.521560946578e-05       1.495582776481e-11       3.738956941202e-11       2.067316986735e-19       7.477913882404e-12      -8.972176213864e-01       1.521560946578e-05       5.981949578950e-01       7.009287502343e-01      -1.196290161846e+00       1.521559192035e-05       1.032555973602e-06      -8.972176213910e-01       1.521564605069e-05      -8.640597142040e-06      -5.418616764261e-11       1.033620911055e-06       3.333333295035e-01      -8.562459870531e-06      -5.336877710144e-11       1.014020103604e-06       3.268957472845e-01 
       5.471099317686e-01       1.202322240608e-06      -1.196340289725e+00       1.635619586454e-05       1.857881086872e-11       4.644702717180e-11       2.967768459009e-19       9.289405434360e-12      -8.972552172938e-01       1.635619586454e-05       5.982014527000e-01       7.009164190357e-01      -1.196340289721e+00       1.635617406740e-05       1.193172047047e-06      -8.972552173000e-01       1.635624130631e-05      -9.984416618544e-06      -6.730825169181e-11       1.194402633657e-06       3.333333289074e-01      -9.880156254275e-06      -6.613195947088e-11       1.168201314123e-06       3.259088545324e-01 
       5.852649667215e-01       1.286209723322e-06      -1.196392733050e+00       1.749676093967e-05       2.274438037439e-11       5.686095093597e-11       4.157842424836e-19       1.137219018719e-11      -8.972945497874e-01       1.749676093968e-05       5.982085580556e-01       7.009035234813e-01      -1.196392733045e+00       1.749673425371e-05       1.365393015502e-06      -8.972945497955e-01       1.749681656290e-05      -1.142526693865e-05      -8.239407698695e-11       1.366801222078e-06       3.333333282683e-01      -1.128905591380e-05      -8.074382271700e-11       1.332479699030e-06       3.248553892079e-01 
       6.234200016743e-01       1.370103901519e-06      -1.196447560334e+00       1.863730465045e-05       2.749046023511e-11       6.872615058778e-11       5.702422038190e-19       1.374523011756e-11      -8.973356702505e-01       1.863730465045e-05       5.982162440061e-01       7.008900464431e-01      -1.196447560327e+00       1.863727239395e-05       1.549218649576e-06      -8.973356702609e-01       1.863737187187e-05      -1.296313446729e-05      -9.958051588690e-11       1.550816441301e-06       3.333333275860e-01      -1.278841565741e-05      -9.731598069635e-11       1.506645857923e-06       3.237364599497e-01 
       6.615750366272e-01       1.454005070092e-06      -1.196504826532e+00       1.977782720396e-05       3.285499045048e-11       8.213747612619e-11       7.675444342145e-19       1.642749522524e-11      -8.973786198993e-01       1.977782720396e-05       5.982244824894e-01       7.008759741819e-01      -1.196504826524e+00       1.977778865060e-05       1.744648720860e-06      -8.973786199126e-01       1.977790753242e-05      -1.459800500915e-05      -1.190044275161e-10       1.746448072250e-06       3.333333268606e-01      -1.437747046797e-05      -1.159567438698e-10       1.690479527417e-06       3.225532674957e-01 
       6.997300715801e-01       1.537913520034e-06      -1.196564529869e+00       2.091832817637e-05       3.887592646419e-11       9.718981616048e-11       1.016049628644e-18       1.943796323210e-11      -8.974233974018e-01       2.091832817638e-05       5.982332574012e-01       7.008613071417e-01      -1.196564529858e+00       2.091828255522e-05       1.951682997049e-06      -8.974233974184e-01       2.091842321280e-05      -1.632986349834e-05      -1.408026547713e-10       1.953695870311e-06       3.333333260919e-01      -1.605543712046e-05      -1.367709671051e-10       1.883750200728e-06       3.213071018323e-01 
       7.378851065329e-01       1.621829538319e-06      -1.196626664852e+00       2.205880727225e-05       4.559124086987e-11       1.139781021747e-10       1.325141222587e-18       2.279562043493e-11      -8.974699986386e-01       2.205880727225e-05       5.982425528024e-01       7.008460466951e-01      -1.196626664838e+00       2.205875376769e-05       2.170321240128e-06      -8.974699986592e-01       2.205891870960e-05      -1.815869424168e-05      -1.651120252976e-10       2.172559590768e-06       3.333333252801e-01      -1.782151822680e-05      -1.598599136005e-10       2.086217843458e-06       3.199993384952e-01 
       7.924371038078e-01       1.741821811586e-06      -1.196719739001e+00       2.368936470489e-05       5.647398609840e-11       1.411849652460e-10       1.893329629879e-18       2.823699304920e-11      -8.975398042510e-01       2.368936470490e-05       5.982567078173e-01       7.008231941001e-01      -1.196719738984e+00       2.368929842372e-05       2.503073475899e-06      -8.975398042783e-01       2.368950271470e-05      -2.094186186835e-05      -2.045016744334e-10       2.505655007546e-06       3.333333240444e-01      -2.049801088131e-05      -1.970152339137e-10       2.391174009208e-06       3.180254857955e-01 
       8.469891010827e-01       1.861830945050e-06      -1.196817692293e+00       2.531987621234e-05       6.896492214022e-11       1.724123053505e-10       2.641673129005e-18       3.448246107011e-11      -8.976132692198e-01       2.531987621235e-05       5.982718547504e-01       7.007991513692e-01      -1.196817692270e+00       2.531979526540e-05       2.859545033402e-06      -8.976132692555e-01       2.532004471213e-05      -2.392317439688e-05      -2.497039929221e-10       2.862494194260e-06       3.333333227203e-01      -2.335058894902e-05      -2.392906326418e-10       2.713664916767e-06       3.159332312719e-01 
