#scalar perturbations for mode k = 1.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_ncdm[1]         23:theta_ncdm[1]         24:shear_ncdm[1]         25:cs2_ncdm[1]        
       1.501055459693e-01       3.297923147346e-07      -1.195669713333e+00       4.486634293574e-08       3.834473235388e-15       9.586183088470e-15       4.608473688129e-25       1.917236617694e-15      -8.967522850001e-01       4.486634293574e-08       5.982095962092e-01       7.010825727896e-01      -1.195669713333e+00       4.486634289077e-08       8.983436354416e-10      -8.967522850001e-01       4.486634302967e-08      -7.517885063072e-09      -1.390419170133e-16       8.992701619962e-10       3.333333330003e-01      -7.514683725872e-09      -1.390493824232e-16       8.981272912660e-10       3.327676259695e-01 
       1.550371957190e-01       3.406281991528e-07      -1.195697216066e+00       4.634134476111e-08       4.225067784862e-15       1.056266946215e-14       5.417079604426e-25       2.112533892431e-15      -8.967729120494e-01       4.634134476111e-08       5.982063097102e-01       7.010756971814e-01      -1.195697216066e+00       4.634134471156e-08       9.583175394141e-10      -8.967729120494e-01       4.634134486460e-08      -8.019899298621e-09      -1.532009941296e-16       9.593059216703e-10       3.333333329781e-01      -8.016025821492e-09      -1.531813088772e-16       9.579776371935e-10       3.327298767251e-01 
       1.599688454687e-01       3.514641362247e-07      -1.195723193346e+00       4.781634318862e-08       4.641326466563e-15       1.160331616641e-14       6.335406539320e-25       2.320663233282e-15      -8.967923950095e-01       4.781634318862e-08       5.982030569139e-01       7.010692029388e-01      -1.195723193346e+00       4.781634313418e-08       1.020231222241e-09      -8.967923950095e-01       4.781634330230e-08      -8.538143570836e-09      -1.682896635074e-16       1.021283458160e-09       3.333333329551e-01      -8.533516310546e-09      -1.682387197112e-16       1.019749452209e-09       3.326909118322e-01 
       1.649004952184e-01       3.623001266563e-07      -1.195747078341e+00       4.929130905334e-08       5.084063006669e-15       1.271015751667e-14       7.374256429528e-25       2.542031503335e-15      -8.968103087556e-01       4.929130905334e-08       5.982000320256e-01       7.010632317699e-01      -1.195747078341e+00       4.929130899371e-08       1.084084666021e-09      -8.968103087556e-01       4.929130917786e-08      -9.072617364100e-09      -1.843376596726e-16       1.085202758318e-09       3.333333329315e-01      -9.067149013527e-09      -1.842509184547e-16       1.083441359691e-09       3.326507317451e-01 
       1.698321449681e-01       3.731361711533e-07      -1.195768798523e+00       5.076623135476e-08       5.554092404079e-15       1.388523101020e-14       8.545119532693e-25       2.777046202039e-15      -8.968265988924e-01       5.076623135476e-08       5.981972989732e-01       7.010578018065e-01      -1.195768798523e+00       5.076623128963e-08       1.149877832973e-09      -8.968265988924e-01       5.076623149079e-08      -9.623320236516e-09      -2.013746445156e-16       1.151063785780e-09       3.333333329071e-01      -9.616917655780e-09      -2.012471078410e-16       1.149051917597e-09       3.326093369345e-01 
       1.747637947177e-01       3.839722704209e-07      -1.195788586139e+00       5.224111200229e-08       6.052230853697e-15       1.513057713424e-14       9.860196012310e-25       3.026115426849e-15      -8.968414396043e-01       5.224111200229e-08       5.981948397645e-01       7.010528549872e-01      -1.195788586139e+00       5.224111193131e-08       1.217610663319e-09      -8.968414396043e-01       5.224111215051e-08      -1.019025171683e-08      -2.194302103248e-16       1.218866474349e-09       3.333333328819e-01      -1.018281576533e-08      -2.192563921971e-16       1.216579611923e-09       3.325667278886e-01 
       1.892389302848e-01       4.157781785482e-07      -1.195837134818e+00       5.656987597332e-08       7.684428804010e-15       1.921107201002e-14       1.467929896491e-24       3.842214402005e-15      -8.968778511137e-01       5.656987597332e-08       5.981890898435e-01       7.010407180799e-01      -1.195837134818e+00       5.656987588320e-08       1.427618073218e-09      -8.968778511137e-01       5.656987616150e-08      -1.194799984430e-08      -2.785897169248e-16       1.429090473294e-09       3.333333328041e-01      -1.193689887884e-08      -2.782433118772e-16       1.425840479298e-09       3.324346564263e-01 
       2.037140658518e-01       4.475845824063e-07      -1.195876363856e+00       6.089841764585e-08       9.586473054282e-15       2.396618263571e-14       2.122166390617e-24       4.793236527141e-15      -8.969072728918e-01       6.089841764585e-08       5.981847903446e-01       7.010309111040e-01      -1.195876363856e+00       6.089841753342e-08       1.654333655903e-09      -8.969072728918e-01       6.089841788059e-08      -1.384554770930e-08      -3.475271705421e-16       1.656039890492e-09       3.333333327200e-01      -1.382970935175e-08      -3.469416303312e-16       1.651562649175e-09       3.322921422888e-01 
       2.181892014188e-01       4.793914997684e-07      -1.195909511545e+00       6.522680758088e-08       1.177901631957e-14       2.944754079891e-14       2.991300347992e-24       5.889508159783e-15      -8.969321336591e-01       6.522680758088e-08       5.981814856712e-01       7.010226244858e-01      -1.195909511545e+00       6.522680744275e-08       1.897756671244e-09      -8.969321336591e-01       6.522680786930e-08      -1.588288812818e-08      -4.269902941281e-16       1.899713962826e-09       3.333333326297e-01      -1.586106360314e-08      -4.260819575447e-16       1.893702477903e-09       3.321392004600e-01 
       2.326643369858e-01       5.111989483734e-07      -1.195938033852e+00       6.955505976090e-08       1.428270625765e-14       3.570676564412e-14       4.124399709585e-24       7.141353128825e-15      -8.969535253891e-01       6.955505976090e-08       5.981789975985e-01       7.010154942343e-01      -1.195938033852e+00       6.955505959341e-08       2.157887373256e-09      -8.969535253891e-01       6.955506011060e-08      -1.806001512774e-08      -5.177271669970e-16       2.160112958163e-09       3.333333325332e-01      -1.803076727794e-08      -5.163926143750e-16       2.152214249085e-09       3.319758473023e-01 
       2.471394725528e-01       5.430069459244e-07      -1.195962937530e+00       7.388318137008e-08       1.711819074651e-14       4.279547686628e-14       5.577492191521e-24       8.559095373255e-15      -8.969722031473e-01       7.388318137008e-08       5.981772162861e-01       7.010092686610e-01      -1.195962937530e+00       7.388318116933e-08       2.434725717038e-09      -8.969722031473e-01       7.388318178918e-08      -2.037692298155e-08      -6.204858970773e-16       2.437236816539e-09       3.333333324306e-01      -2.033861449169e-08      -6.185991209507e-16       2.427048831732e-09       3.318021006012e-01 
       2.616146081198e-01       5.748155100858e-07      -1.195985208058e+00       7.821119296521e-08       2.030612246919e-14       5.076530617298e-14       7.414029282136e-24       1.015306123460e-14      -8.969889060432e-01       7.821119296521e-08       5.981760233308e-01       7.010037013960e-01      -1.195985208058e+00       7.821119272707e-08       2.728270927698e-09      -8.969889060432e-01       7.821119346233e-08      -2.283360658992e-08      -7.360144421872e-16       2.731084786037e-09       3.333333323217e-01      -2.278438842476e-08      -7.334238380142e-16       2.718153333512e-09       3.316179796098e-01 
       2.878949338605e-01       6.325670396157e-07      -1.196021157341e+00       8.606868449222e-08       2.706192882538e-14       6.765482206344e-14       1.196581282247e-23       1.353096441269e-14      -8.970158680061e-01       8.606868449222e-08       5.981750411446e-01       7.009947147945e-01      -1.196021157341e+00       8.606868417485e-08       3.303915862958e-09      -8.970158680061e-01       8.606868515467e-08      -2.765107100992e-08      -9.808314973264e-16       3.307323409626e-09       3.333333321082e-01      -2.757658743892e-08      -9.764796865783e-16       3.288068753744e-09       3.312572518699e-01 
       3.141752596013e-01       6.903205999872e-07      -1.196053733539e+00       9.392595093272e-08       3.517118993023e-14       8.792797482557e-14       1.852077127640e-23       1.758559496511e-14      -8.970403001544e-01       9.392595093272e-08       5.981752294727e-01       7.009865715335e-01      -1.196053733539e+00       9.392595052024e-08       3.934624876467e-09      -8.970403001544e-01       9.392595179361e-08      -3.292922031999e-08      -1.274681087625e-15       3.938682929876e-09       3.333333318743e-01      -3.282120683619e-08      -1.267770011368e-15       3.911068261146e-09       3.308625351432e-01 
       3.404555853421e-01       7.480762957995e-07      -1.196084526129e+00       1.017830332454e-07       4.475754944949e-14       1.118938736237e-13       2.767759989396e-23       2.237877472474e-14      -8.970633945968e-01       1.017830332454e-07       5.981762996464e-01       7.009788742432e-01      -1.196084526129e+00       1.017830327205e-07       4.620396807644e-09      -8.970633945968e-01       1.017830343409e-07      -3.866802403815e-08      -1.622038347514e-15       4.625162123515e-09       3.333333316200e-01      -3.851667311928e-08      -1.611528676475e-15       4.586762171614e-09       3.304339847017e-01 
       3.667359110828e-01       8.058342311082e-07      -1.196114526197e+00       1.096399599936e-07       5.594467376500e-14       1.398616844125e-13       4.014398753316e-23       2.797233688250e-14      -8.970858946479e-01       1.096399599936e-07       5.981780455390e-01       7.009713751522e-01      -1.196114526197e+00       1.096399593374e-07       5.361231657104e-09      -8.970858946479e-01       1.096399613627e-07      -4.486745153448e-08      -2.027378354028e-15       5.366761048893e-09       3.333333313452e-01      -4.466130231118e-08      -2.011945927247e-15       5.314729897211e-09       3.299717743465e-01 
       3.930162368236e-01       8.635945093881e-07      -1.196144344487e+00       1.174967484469e-07       6.885625150196e-14       1.721406287549e-13       5.674576574736e-23       3.442812575098e-14      -8.971082583656e-01       1.174967484469e-07       5.981803506365e-01       7.009639215746e-01      -1.196144344487e+00       1.174967476393e-07       6.157128772313e-09      -8.971082583656e-01       1.174967501319e-07      -5.152747026315e-08      -2.495175934250e-15       6.163479026916e-09       3.333333310500e-01      -5.125330370250e-08      -2.473164818499e-15       6.094518435780e-09       3.294760971240e-01 
       4.192965625643e-01       9.213572334968e-07      -1.196174393460e+00       1.253534114693e-07       8.361599646031e-14       2.090399911508e-13       7.843606702309e-23       4.180799823015e-14      -8.971307950948e-01       1.253534114693e-07       5.981831443467e-01       7.009564103952e-01      -1.196174393460e+00       1.253534104885e-07       7.008086756163e-09      -8.971307950948e-01       1.253534135153e-07      -5.864804654318e-08      -3.029905620698e-15       7.015314627779e-09       3.333333307343e-01      -5.829078634543e-08      -2.999277903952e-15       6.925642912464e-09       3.289471659540e-01 
       4.543129604957e-01       9.983253451391e-07      -1.196215302716e+00       1.358216023879e-07       1.063675760541e-13       2.659189401353e-13       1.171450106281e-22       5.318378802706e-14      -8.971614770373e-01       1.358216023879e-07       5.981875252657e-01       7.009461846052e-01      -1.196215302716e+00       1.358216011402e-07       8.227474988722e-09      -8.971614770373e-01       1.358216049903e-07      -6.885122740861e-08      -3.854116752015e-15       8.235960521601e-09       3.333333302819e-01      -6.835644567228e-08      -3.808081960509e-15       8.111925194157e-09       3.281911412572e-01 
       4.893293584270e-01       1.075298220198e-06      -1.196257540417e+00       1.462896026296e-07       1.329127485436e-13       3.322818713591e-13       1.698223446379e-22       6.645637427182e-14      -8.971931553127e-01       1.462896026296e-07       5.981925831252e-01       7.009356268265e-01      -1.196257540417e+00       1.462896010704e-07       9.544610638130e-09      -8.971931553127e-01       1.462896058811e-07      -7.987190644576e-08      -4.815681563544e-15       9.554454565799e-09       3.333333297932e-01      -7.920451340479e-08      -4.748654991086e-15       9.387128101310e-09       3.273771056431e-01 
       5.243457563584e-01       1.152276096257e-06      -1.196301404351e+00       1.567574261123e-07       1.635443932816e-13       4.088609832039e-13       2.399490887324e-22       8.177219664078e-14      -8.972260532632e-01       1.567574261123e-07       5.981982366027e-01       7.009246626116e-01      -1.196301404351e+00       1.567574241937e-07       1.095949246103e-08      -8.972260532632e-01       1.567574301128e-07      -9.170999322096e-08      -5.925182428588e-15       1.097079561357e-08       3.333333292682e-01      -9.082979885257e-08      -5.830200925869e-15       1.074986155744e-08       3.265057354062e-01 
       5.593621542897e-01       1.229259208497e-06      -1.196347063342e+00       1.672250801719e-07       1.985554856014e-13       4.963887140035e-13       3.315424713127e-22       9.927774280070e-14      -8.972602975062e-01       1.672250801719e-07       5.982044341698e-01       7.009132497547e-01      -1.196347063342e+00       1.672250778424e-07       1.247211923819e-08      -8.972602975062e-01       1.672250850282e-07      -1.043653916632e-07      -7.193200857935e-15       1.248498247423e-08       3.333333287069e-01      -1.032268831440e-07      -7.061719622814e-15       1.219864771951e-08       3.255777741405e-01 
       5.943785522211e-01       1.306247789587e-06      -1.196394582826e+00       1.776925636137e-07       2.382390959331e-13       5.955977398328e-13       4.491945817923e-22       1.191195479666e-13      -8.972959371195e-01       1.776925636137e-07       5.982111516620e-01       7.009013718966e-01      -1.196394582826e+00       1.776925608184e-07       1.408248928378e-08      -8.972959371195e-01       1.776925694398e-07      -1.178379997648e-07      -8.630317344313e-15       1.409701331148e-08       3.333333281092e-01      -1.163901452921e-07      -8.451995176793e-15       1.373192401641e-08       3.245940325855e-01 
       6.293949501524e-01       1.383242069585e-06      -1.196444046623e+00       1.881598823352e-07       2.828884123986e-13       7.072210309965e-13       5.981111189031e-22       1.414442061993e-13      -8.973330349673e-01       1.881598823352e-07       5.982183605654e-01       7.008890080825e-01      -1.196444046623e+00       1.881598790159e-07       1.579060076393e-08      -8.973330349673e-01       1.881598892524e-07      -1.321277138666e-07      -1.024711159390e-14       1.580688646918e-08       3.333333274753e-01      -1.303137925552e-07      -1.000958516599e-14       1.534804784043e-08       3.235553878231e-01 
       6.644113480838e-01       1.460242275846e-06      -1.196495457532e+00       1.986270323935e-07       3.327967236746e-13       8.319918091865e-13       7.841501269188e-22       1.663983618373e-13      -8.973715931491e-01       1.986270323935e-07       5.982260477400e-01       7.008761576125e-01      -1.196495457532e+00       1.986270284883e-07       1.759645205211e-08      -8.973715931491e-01       1.986270405300e-07      -1.472344223232e-07      -1.205416208693e-14       1.761460014872e-08       3.333333268049e-01      -1.449918801784e-07      -1.174280990753e-14       1.704530036383e-08       3.224627818617e-01 
       7.207519916692e-01       1.584146983522e-06      -1.196582342547e+00       2.154681099225e-07       4.248771390019e-13       1.062192847505e-12       1.178215286548e-21       2.124385695010e-13      -8.974367569103e-01       2.154681099226e-07       5.982393681817e-01       7.008544402472e-01      -1.196582342547e+00       2.154681049365e-07       2.070717028631e-08      -8.974367569103e-01       2.154681203083e-07      -1.732552927585e-07      -1.538770381067e-14       2.072852663303e-08       3.333333256500e-01      -1.701767491435e-07      -1.492045927314e-14       1.994187820274e-08       3.205941038619e-01 
       7.770926352545e-01       1.708068533389e-06      -1.196674339884e+00       2.323087568716e-07       5.325545954835e-13       1.331386488709e-12       1.716900236254e-21       2.662772977418e-13      -8.975057549127e-01       2.323087568716e-07       5.982538156897e-01       7.008314451177e-01      -1.196674339884e+00       2.323087506214e-07       2.407090823708e-08      -8.975057549127e-01       2.323087698867e-07      -2.013904036072e-07      -1.928521958755e-14       2.409573371210e-08       3.333333244009e-01      -1.972732140646e-07      -1.860583680757e-14       2.303601049830e-08       3.185928626460e-01 
       8.334332788399e-01       1.832007825471e-06      -1.196771387532e+00       2.491489687472e-07       6.570528040869e-13       1.642632010217e-12       2.436830162519e-21       3.285264020434e-13      -8.975785406490e-01       2.491489687472e-07       5.982693427857e-01       7.008071877266e-01      -1.196771387532e+00       2.491489610353e-07       2.768765944577e-08      -8.975785406490e-01       2.491489848015e-07      -2.316392196765e-07      -2.379075493560e-14       2.771621493787e-08       3.333333230576e-01      -2.262550991883e-07      -2.282937506597e-14       2.631948283906e-08       3.164639403594e-01 
       8.897739224252e-01       1.955965739489e-06      -1.196873352076e+00       2.659887307545e-07       7.995963669348e-13       1.998990917337e-12       3.380365329783e-21       3.997981834674e-13      -8.976550140567e-01       2.659887307545e-07       5.982859152561e-01       7.007817014279e-01      -1.196873352076e+00       2.659887213688e-07       3.155741752941e-08      -8.976550140567e-01       2.659887502874e-07      -2.640011785466e-07      -2.894834714589e-14       3.158996379465e-08       3.333333216200e-01      -2.570960615047e-07      -2.761963975941e-14       2.978373391587e-08       3.142125535962e-01 
       9.461145660106e-01       2.079943134468e-06      -1.196980133654e+00       2.828280383166e-07       9.614108736439e-13       2.403527184110e-12       4.596024048934e-21       4.807054368220e-13      -8.977351002407e-01       2.828280383166e-07       5.983034879726e-01       7.007550111867e-01      -1.196980133654e+00       2.828280270309e-07       3.568017612556e-08      -8.977351002407e-01       2.828280617970e-07      -2.984756923922e-07      -3.480202546891e-14       3.571697427305e-08       3.333333200880e-01      -2.897698101724e-07      -3.300327335228e-14       3.341990977804e-08       3.118442117499e-01 
       1.002455209596e+00       2.203940848461e-06      -1.197091598522e+00       2.996668809068e-07       1.143722903152e-12       2.859307257881e-12       6.138906605740e-21       5.718614515762e-13      -8.978186988912e-01       2.996668809068e-07       5.983220216528e-01       7.007271504395e-01      -1.197091598522e+00       2.996668674802e-07       4.005592810530e-08      -8.978186988912e-01       2.996669088333e-07      -3.350621328793e-07      -4.139580946466e-14       4.009723877243e-08       3.333333184617e-01      -3.242502893487e-07      -3.900495075272e-14       3.721891593389e-08       3.093646731642e-01 
       1.058795853181e+00       2.327959698384e-06      -1.197207669279e+00       3.165052653545e-07       1.347760152427e-12       3.369400381069e-12       8.071121159090e-21       6.738800762137e-13      -8.979057519596e-01       3.165052653545e-07       5.983414629575e-01       7.006981385360e-01      -1.197207669279e+00       3.165052495317e-07       4.468466554499e-08      -8.979057519596e-01       3.165052982552e-07      -3.737598495540e-07      -4.877371012278e-14       4.473074976782e-08       3.333333167409e-01      -3.605118706444e-07      -4.564735131886e-14       4.117147253577e-08       3.067799004288e-01 
       1.140059237282e+00       2.506878123949e-06      -1.197382860868e+00       3.407914100296e-07       1.682804844303e-12       4.207012110758e-12       1.168612518507e-20       8.414024221517e-13      -8.980371456507e-01       3.407914100296e-07       5.983710262106e-01       7.006543495413e-01      -1.197382860868e+00       3.407913902720e-07       5.180655189882e-08      -8.980371456507e-01       3.407914510946e-07      -4.332932034076e-07      -6.088533796923e-14       5.185998085906e-08       3.333333140924e-01      -4.159007813717e-07      -5.639794794170e-14       4.712389284796e-08       3.028787764373e-01 
       1.221322621383e+00       2.685844482078e-06      -1.197566749502e+00       3.650765149448e-07       2.069294042062e-12       5.173235105154e-12       1.649507412101e-20       1.034647021031e-12      -8.981750621262e-01       3.650765149448e-07       5.984022953367e-01       7.006083869430e-01      -1.197566749502e+00       3.650764906480e-07       5.945471134275e-08      -8.981750621262e-01       3.650765654226e-07      -4.972153457431e-07      -7.485177146587e-14       5.951602742143e-08       3.333333112472e-01      -4.748706561135e-07      -6.857875993484e-14       5.334765774520e-08       2.987902465330e-01 
       1.302586005484e+00       2.864860991771e-06      -1.197758883111e+00       3.893605437727e-07       2.510923878609e-12       6.277309696522e-12       2.277251488462e-20       1.255461939304e-12      -8.983191623331e-01       3.893605437727e-07       5.984351370811e-01       7.005603637587e-01      -1.197758883111e+00       3.893605142890e-07       6.762912255262e-08      -8.983191623331e-01       3.893606050004e-07      -5.655240746322e-07      -9.080496056634e-14       6.769886836823e-08       3.333333082049e-01      -5.373527548011e-07      -8.223578437336e-14       5.981421013916e-08       2.945333239033e-01 
       1.383849389585e+00       3.043929782205e-06      -1.197958920537e+00       4.136434954441e-07       3.011395993401e-12       7.528489983503e-12       3.083240965664e-20       1.505697996701e-12      -8.984691904031e-01       4.136434954441e-07       5.984693905182e-01       7.005103652778e-01      -1.197958920537e+00       4.136434600822e-07       7.632976262090e-08      -8.984691904031e-01       4.136435688469e-07      -6.382170505996e-07      -1.088768068681e-13       7.640848056514e-08       3.333333049654e-01      -6.032825083573e-07      -9.740655068200e-14       6.649521522324e-08       2.901270358977e-01 
       1.465112773686e+00       3.223052894423e-06      -1.198166545558e+00       4.379253829193e-07       3.574417696935e-12       8.936044242337e-12       4.103084935368e-20       1.787208848467e-12      -8.986249091685e-01       4.379253829193e-07       5.985048957760e-01       7.004584705563e-01      -1.198166545558e+00       4.379253409446e-07       8.555660280949e-08      -8.986249091685e-01       4.379254700107e-07      -7.152918331557e-07      -1.291991620635e-13       8.564483552945e-08       3.333333015285e-01      -6.725998776780e-07      -1.141203817029e-13       7.336280870632e-08       2.855902139092e-01 
       1.546376157787e+00       3.402232283385e-06      -1.198381246954e+00       4.622061480076e-07       4.203701446771e-12       1.050925361693e-11       5.376877304093e-20       2.101850723386e-12      -8.987859352158e-01       4.622061480076e-07       5.985415388400e-01       7.004048073984e-01      -1.198381246954e+00       4.622060986419e-07       9.530961595039e-08      -8.987859352158e-01       4.622062503892e-07      -7.967459438696e-07      -1.519038241241e-13       9.540790549005e-08       3.333332978939e-01      -7.452495980146e-07      -1.323987256189e-13       8.038982380379e-08       2.809413096903e-01 
       1.627639541888e+00       3.581469820311e-06      -1.198602412510e+00       4.864856794676e-07       4.902964858752e-12       1.225741214688e-11       6.949470439828e-20       2.451482429376e-12      -8.989518093825e-01       4.864856794676e-07       5.985792226497e-01       7.003495288585e-01      -1.198602412510e+00       4.864856218892e-07       1.055887876776e-07      -8.989518093826e-01       4.864857988293e-07      -8.825769073358e-07      -1.771225405246e-13       1.056976767451e-07       3.333332940615e-01      -8.211812783181e-07      -1.522555550034e-13       8.754999284695e-08       2.761982384871e-01 
       1.761976017432e+00       3.877899597567e-06      -1.198981266298e+00       5.266193982290e-07       6.222324166957e-12       1.555581041739e-11       1.033989417324e-19       3.111162083478e-12      -8.992359497239e-01       5.266193982290e-07       5.986434202533e-01       7.002548380942e-01      -1.198981266298e+00       5.266193251558e-07       1.237350348492e-07      -8.992359497239e-01       5.266195496007e-07      -1.034054988003e-06      -2.246763435989e-13       1.238626342460e-07       3.333332872916e-01      -9.537809120226e-07      -1.885580428889e-13       9.961159320868e-08       2.681966922581e-01 
       1.896312492977e+00       4.174500760593e-06      -1.199375168934e+00       5.667495160423e-07       7.759959087810e-12       1.939989771952e-11       1.494303660411e-19       3.879979543905e-12      -8.995313767007e-01       5.667495160424e-07       5.987094860450e-01       7.001563869151e-01      -1.199375168934e+00       5.667494249124e-07       1.433189466487e-07      -8.995313767008e-01       5.667497046787e-07      -1.197474258509e-06      -2.800548402309e-13       1.434667391344e-07       3.333332799792e-01      -1.095047260228e-06      -2.291836024467e-13       1.118618452455e-07       2.600577728878e-01 
